,rate
25203,3.0
25204,4.0
25205,3.0
25206,4.0
25207,2.5
25208,4.0
25209,4.0
25210,3.5
25212,4.0
25213,5.0
25214,1.0
25215,3.0
25216,4.0
25217,4.0
25218,3.0
25220,4.0
25221,2.0
25222,2.0
25223,4.0
25224,2.0
25225,3.5
25226,5.0
25227,5.0
25228,0.5
25229,4.0
25231,3.0
25232,3.0
25233,2.5
25234,4.0
25236,4.0
25237,3.0
25238,3.0
25239,4.5
25240,4.5
25241,3.0
25243,5.0
25244,4.0
25247,4.0
25248,3.5
25249,4.5
25250,3.0
25251,5.0
25252,2.0
25253,4.5
25254,4.0
25256,4.0
25258,4.0
25260,2.0
25261,5.0
25263,2.5
25265,4.0
25266,3.5
25267,3.5
25268,5.0
25269,2.5
25270,4.0
25271,2.0
25272,2.5
25273,3.0
25274,4.0
25275,2.0
25276,4.5
25277,3.0
25278,5.0
25279,4.0
25280,3.0
25281,3.0
25282,4.0
25283,4.0
25285,2.0
25286,4.0
25288,2.5
25289,3.5
25290,4.5
25291,4.0
25292,5.0
25293,4.0
25294,2.0
25295,4.0
25296,4.0
25297,5.0
25298,4.0
25299,4.0
25300,4.0
25301,4.0
25302,3.5
25303,4.0
25304,2.0
25305,4.0
25307,3.0
25308,5.0
25309,3.0
25311,4.5
25312,4.0
25313,3.5
25314,2.0
25316,3.0
25317,4.0
25319,4.5
25320,3.0
25321,5.0
25322,3.5
25323,2.5
25324,3.5
25325,5.0
25327,4.0
25328,2.0
25329,1.0
25330,4.0
25331,3.0
25333,4.0
25335,4.0
25336,3.0
25337,4.0
25338,5.0
25339,5.0
25341,5.0
25342,2.0
25343,3.0
25344,5.0
25345,2.0
25347,3.5
25348,2.0
25349,2.5
25354,4.0
25356,4.0
25360,2.0
25361,4.5
25362,4.0
25363,1.0
25364,4.0
25365,3.5
25366,5.0
25367,4.5
25368,2.5
25369,3.0
25373,4.5
25374,1.0
25375,4.0
25376,5.0
25377,4.5
25378,3.0
25380,4.5
25381,3.0
25382,3.0
25383,3.5
25384,5.0
25386,3.5
25387,4.0
25389,1.0
25390,2.0
25391,4.0
25392,2.0
25396,3.0
25397,4.0
25398,2.0
25399,2.5
25401,3.0
25403,4.0
25404,4.0
25406,4.0
25409,3.0
25410,3.5
25411,4.0
25412,2.0
25413,4.5
25415,4.0
25416,4.0
25418,3.5
25420,3.5
25421,3.0
25422,1.0
25423,3.5
25424,3.5
25426,5.0
25427,3.0
25429,5.0
25430,4.0
25431,5.0
25432,2.5
25433,4.5
25434,4.5
25435,3.0
25436,4.0
25437,4.5
25439,4.5
25441,3.0
25442,3.0
25444,3.0
25445,3.5
25446,3.5
25447,4.5
25449,2.5
25450,5.0
25451,5.0
25454,1.5
25455,4.0
25457,2.0
25458,3.0
25460,5.0
25461,3.0
25462,3.0
25463,2.0
25464,4.0
25465,3.0
25466,3.0
25468,4.0
25469,4.5
25470,2.0
25471,4.0
25472,3.0
25473,5.0
25477,4.0
25478,3.5
25481,4.0
25482,4.0
25483,4.0
25484,3.0
25485,3.0
25487,3.0
25488,3.0
25489,1.5
25491,3.5
25492,3.0
25493,4.0
25494,4.0
25495,3.0
25496,4.0
25497,3.5
25498,4.0
25499,3.0
25500,4.5
25501,3.0
25502,2.5
25503,1.0
25505,4.0
25506,4.0
25507,4.0
25508,4.0
25509,5.0
25510,4.0
25511,4.0
25513,1.5
25514,4.0
25515,4.0
25516,4.0
25517,5.0
25519,3.0
25520,5.0
25521,4.0
25522,3.5
25523,4.0
25524,2.5
25525,0.5
25527,4.0
25528,4.5
25529,3.0
25530,4.0
25531,3.5
25532,2.0
25533,4.5
25534,3.0
25535,1.0
25536,5.0
25537,4.0
25538,4.5
25540,3.0
25541,3.5
25542,1.0
25543,4.0
25544,4.0
25546,4.0
25547,1.0
25548,3.5
25549,3.5
25550,3.5
25551,5.0
25552,3.5
25553,3.5
25554,4.0
25556,3.0
25557,4.0
25558,4.0
25559,2.0
25560,5.0
25561,3.0
25562,3.0
25563,4.0
25564,4.5
25565,1.0
25566,2.0
25567,3.0
25568,5.0
25570,3.0
25572,3.5
25573,4.0
25574,3.0
25575,5.0
25576,2.0
25577,5.0
25578,1.0
25579,2.5
25581,3.0
25582,4.0
25583,4.0
25584,4.0
25585,5.0
25586,4.0
25587,5.0
25588,5.0
25589,4.0
25590,4.5
25591,4.0
25592,3.5
25593,4.0
25594,4.0
25595,3.5
25596,5.0
25597,4.5
25598,4.5
25600,4.0
25604,3.0
25606,4.0
25609,3.5
25610,3.0
25611,5.0
25612,4.0
25613,5.0
25615,1.5
25616,5.0
25618,4.0
25620,2.5
25623,5.0
25625,3.5
25626,4.0
25628,3.0
25629,3.0
25630,3.5
25631,0.5
25632,4.0
25633,5.0
25634,3.5
25635,5.0
25636,3.0
25637,3.0
25638,4.0
25639,4.0
25640,5.0
25641,3.0
25642,5.0
25643,3.0
25644,3.0
25645,4.0
25646,3.0
25648,4.5
25649,4.0
25650,2.5
25651,4.0
25653,3.0
25654,3.5
25656,4.5
25657,4.0
25658,2.0
25660,4.0
25661,4.0
25663,3.0
25664,2.0
25665,2.0
25666,3.0
25667,3.0
25669,5.0
25670,2.5
25672,4.0
25673,5.0
25675,5.0
25676,2.0
25677,5.0
25678,4.0
25679,4.5
25680,4.0
25681,4.0
25682,3.0
25684,2.0
25685,4.0
25686,4.0
25687,2.5
25688,4.0
25689,4.0
25690,3.5
25691,4.0
25693,3.5
25694,4.0
25695,4.0
25696,1.0
25697,2.0
25698,3.0
25699,5.0
25701,5.0
25703,3.0
25705,3.5
25706,5.0
25707,5.0
25709,3.5
25710,2.0
25711,4.0
25712,5.0
25713,2.0
25714,3.5
25715,4.0
25716,1.0
25717,3.0
25719,3.5
25720,4.0
25721,5.0
25723,5.0
25724,4.5
25725,3.5
25726,5.0
25727,5.0
25728,2.5
25729,4.5
25730,2.5
25731,3.5
25732,4.0
25733,3.0
25734,1.0
25735,4.0
25736,3.0
25737,1.5
25738,1.5
25739,3.0
25741,4.0
25742,3.0
25743,3.0
25744,2.5
25747,3.0
25748,3.5
25749,3.0
25750,4.0
25751,2.0
25752,3.0
25753,2.5
25755,4.0
25756,4.0
25757,2.0
25759,4.0
25760,4.5
25762,3.0
25763,5.0
25765,4.0
25767,4.0
25768,2.0
25770,4.0
25771,2.0
25772,4.0
25773,4.0
25774,2.5
25775,3.0
25776,4.5
25777,3.5
25779,3.0
25780,2.0
25781,1.5
25782,2.0
25783,2.0
25784,4.0
25785,1.0
25786,3.0
25787,4.0
25788,4.0
25790,3.5
25791,4.5
25794,4.0
25795,4.5
25796,4.0
25797,4.5
25798,5.0
25799,5.0
25800,1.0
25801,2.0
25802,4.0
25804,3.0
25805,3.5
25806,4.0
25808,5.0
25809,4.5
25811,4.0
25812,4.5
25815,4.5
25816,1.0
25817,4.0
25818,3.0
25819,5.0
25820,3.5
25821,4.0
25822,3.0
25823,4.5
25824,4.0
25825,3.5
25826,3.5
25827,4.0
25829,4.0
25830,3.0
25831,1.0
25832,3.0
25833,4.5
25834,2.5
25835,3.0
25836,4.0
25839,2.0
25840,4.0
25841,4.0
25842,4.0
25843,5.0
25844,1.0
25845,4.0
25846,4.0
25847,5.0
25848,4.5
25850,5.0
25851,2.0
25854,3.5
25855,4.0
25856,3.5
25857,2.5
25858,2.5
25859,4.0
25860,2.0
25861,5.0
25862,5.0
25863,5.0
25864,3.5
25865,4.5
25867,3.0
25868,4.0
25869,4.0
25870,3.0
25871,4.0
25872,5.0
25873,0.5
25874,5.0
25875,4.0
25876,3.5
25877,4.0
25879,0.5
25880,4.0
25881,4.0
25882,4.0
25883,5.0
25884,1.0
25886,3.0
25887,4.5
25888,4.0
25889,4.0
25890,2.5
25891,4.0
25892,4.0
25895,1.0
25896,5.0
25897,2.0
25898,2.0
25900,5.0
25902,2.0
25903,4.0
25904,5.0
25905,4.0
25906,5.0
25907,3.0
25908,4.0
25909,4.0
25910,3.0
25911,5.0
25913,4.0
25914,4.0
25915,5.0
25916,4.0
25917,5.0
25918,4.0
25919,5.0
25920,4.0
25921,5.0
25922,4.0
25925,5.0
25926,2.0
25927,4.0
25929,4.0
25930,3.0
25931,4.0
25934,4.5
25935,5.0
25936,5.0
25938,3.5
25939,4.0
25941,4.5
25942,1.5
25943,2.0
25944,3.5
25945,4.0
25946,4.0
25947,4.0
25948,2.0
25949,3.0
25953,4.0
25954,5.0
25955,4.5
25957,3.0
25958,3.5
25959,5.0
25962,3.5
25964,2.0
25965,3.5
25966,3.0
25967,3.0
25968,3.0
25969,4.0
25970,4.0
25971,4.0
25972,3.0
25973,3.0
25974,2.0
25975,4.5
25976,3.5
25977,0.5
25978,3.0
25980,4.0
25981,3.0
25982,4.0
25983,4.0
25984,3.0
25985,3.0
25986,3.0
25988,5.0
25989,3.0
25991,1.0
25992,3.0
25993,3.0
25994,3.0
25995,2.0
25996,4.0
25997,4.5
25998,4.0
25999,1.0
26000,5.0
26001,5.0
26003,1.0
26005,3.0
26006,3.0
26007,2.0
26009,3.5
26010,3.0
26011,4.0
26012,2.5
26013,4.5
26014,4.0
26015,4.0
26016,3.0
26018,3.0
26019,5.0
26020,4.0
26021,2.5
26022,4.5
26023,5.0
26024,5.0
26025,5.0
26026,2.0
26027,4.0
26028,3.0
26029,3.5
26030,3.5
26031,4.0
26032,4.0
26033,3.0
26034,5.0
26035,3.5
26036,4.0
26038,3.0
26039,3.5
26040,3.0
26041,1.5
26042,1.0
26043,3.0
26046,3.0
26047,5.0
26048,3.0
26049,3.0
26050,2.0
26052,3.0
26053,3.0
26055,5.0
26056,5.0
26057,4.0
26060,4.0
26061,4.0
26063,3.0
26064,3.0
26065,4.0
26066,5.0
26069,3.0
26071,4.0
26072,5.0
26073,3.0
26076,4.0
26077,4.5
26078,5.0
26079,5.0
26080,4.0
26081,3.5
26082,4.0
26083,1.5
26084,2.5
26085,5.0
26086,4.0
26087,3.0
26089,3.5
26090,1.0
26091,4.0
26092,2.0
26093,4.0
26094,0.5
26095,2.5
26097,4.0
26098,3.5
26099,2.5
26100,4.0
26101,5.0
26102,3.0
26103,4.0
26104,4.0
26105,2.0
26106,2.0
26107,4.0
26109,5.0
26110,5.0
26111,4.0
26112,4.0
26113,1.5
26114,3.0
26115,3.0
26116,4.0
26117,3.0
26119,2.0
26120,3.5
26121,0.5
26122,5.0
26124,5.0
26125,4.0
26126,3.5
26128,3.5
26129,4.0
26130,3.0
26133,2.0
26134,3.0
26135,4.0
26136,4.5
26137,3.0
26138,4.0
26139,5.0
26140,1.0
26141,5.0
26143,3.0
26146,4.0
26147,2.0
26148,5.0
26149,4.0
26150,2.5
26151,4.0
26152,5.0
26153,4.0
26154,3.0
26157,2.0
26158,4.0
26159,3.0
26160,3.5
26161,4.5
26162,5.0
26164,5.0
26165,3.5
26166,3.0
26168,3.0
26169,4.0
26170,4.0
26171,4.0
26172,2.0
26173,2.5
26174,3.0
26175,2.5
26176,4.0
26177,4.5
26178,4.0
26179,4.0
26180,1.5
26182,2.0
26183,1.5
26184,3.5
26185,3.0
26186,5.0
26187,5.0
26188,4.0
26190,2.0
26191,4.0
26192,5.0
26194,4.0
26195,1.0
26196,3.0
26197,3.0
26199,3.5
26201,5.0
26202,3.5
26204,4.0
26205,4.0
26206,4.0
26207,4.5
26208,2.0
26209,3.0
26210,4.5
26212,5.0
26213,4.5
26214,2.0
26216,3.0
26217,2.0
26218,2.5
26220,4.5
26222,4.0
26223,4.0
26224,4.0
26225,4.0
26226,3.0
26227,4.0
26228,2.0
26229,4.5
26230,4.0
26231,3.0
26232,3.0
26233,3.5
26234,3.5
26235,4.0
26236,3.5
26237,3.0
26238,4.0
26241,4.0
26244,4.0
26245,4.0
26247,3.0
26249,4.0
26250,3.0
26251,5.0
26252,3.0
26253,2.0
26254,4.0
26255,2.0
26256,3.5
26257,5.0
26258,4.0
26259,3.0
26261,4.0
26262,4.0
26265,3.5
26266,4.0
26267,2.0
26268,4.0
26269,4.0
26270,4.0
26271,5.0
26272,4.0
26273,4.0
26274,4.0
26275,3.0
26277,4.0
26278,2.0
26279,2.0
26280,2.5
26281,2.0
26282,3.5
26283,3.5
26284,4.5
26286,4.0
26288,1.5
26289,3.5
26290,5.0
26291,4.0
26292,3.0
26293,4.0
26294,5.0
26295,4.0
26296,4.0
26299,4.0
26300,4.5
26301,3.0
26302,4.0
26303,5.0
26304,3.0
26305,4.0
26308,5.0
26309,4.0
26310,4.0
26311,2.0
26312,3.0
26313,4.0
26315,4.0
26316,1.5
26318,0.5
26319,3.5
26320,3.0
26322,3.5
26323,4.0
26325,4.5
26326,4.0
26327,4.0
26328,3.5
26329,2.5
26330,2.0
26331,3.0
26332,4.0
26333,4.0
26334,3.0
26335,4.0
26336,4.0
26338,2.0
26340,4.0
26341,4.0
26342,2.0
26343,3.5
26344,5.0
26345,5.0
26346,5.0
26347,0.5
26348,4.5
26349,4.0
26350,4.5
26351,4.0
26352,0.5
26353,4.0
26354,1.0
26355,4.5
26356,3.0
26357,4.5
26359,3.5
26360,4.5
26361,3.5
26362,4.0
26363,5.0
26366,5.0
26367,5.0
26368,3.0
26369,4.5
26370,3.0
26371,3.0
26372,3.5
26373,3.5
26376,3.0
26377,5.0
26378,2.0
26380,4.0
26381,1.5
26382,5.0
26383,4.0
26384,3.0
26385,5.0
26387,4.5
26389,4.5
26390,4.0
26393,4.0
26394,4.0
26395,4.0
26396,4.0
26398,4.0
26399,4.5
26400,4.5
26402,5.0
26403,3.0
26404,4.5
26405,4.0
26407,3.5
26409,3.5
26410,4.0
26411,2.5
26413,2.0
26414,4.5
26415,3.5
26418,4.0
26419,5.0
26420,4.0
26422,3.0
26423,3.0
26425,4.0
26426,3.5
26428,3.0
26429,1.0
26430,4.0
26431,3.0
26432,5.0
26433,4.0
26434,4.0
26435,3.0
26436,1.0
26438,3.0
26439,4.5
26440,2.5
26441,3.0
26442,4.0
26443,4.0
26444,5.0
26445,2.0
26447,5.0
26448,3.0
26449,2.5
26451,3.0
26453,4.0
26454,3.0
26456,4.0
26457,3.5
26458,4.0
26459,4.0
26460,2.0
26461,1.5
26463,3.5
26464,2.0
26465,4.0
26466,4.0
26468,4.0
26470,3.0
26471,2.5
26472,5.0
26473,4.0
26474,3.0
26475,3.5
26476,2.0
26477,4.0
26478,5.0
26479,5.0
26480,5.0
26481,5.0
26482,4.0
26484,1.5
26486,2.5
26487,5.0
26488,5.0
26489,3.0
26490,3.5
26492,1.0
26493,5.0
26494,2.5
26495,4.0
26497,3.5
26499,4.0
26500,4.0
26502,3.0
26503,4.0
26504,4.0
26505,5.0
26506,3.5
26507,5.0
26508,4.5
26510,2.0
26512,3.0
26513,2.0
26514,3.0
26515,3.5
26516,4.5
26517,4.0
26518,3.5
26519,4.0
26520,4.5
26521,2.0
26522,4.0
26523,5.0
26525,5.0
26526,4.0
26528,3.0
26531,3.0
26532,3.5
26533,4.0
26534,3.5
26535,3.0
26537,4.0
26539,2.5
26540,3.0
26542,4.5
26543,4.0
26544,4.0
26545,1.0
26547,4.5
26548,4.5
26549,5.0
26550,4.0
26551,5.0
26552,2.0
26553,3.5
26554,3.0
26555,4.0
26556,1.0
26557,4.0
26558,4.0
26559,2.0
26560,1.0
26561,5.0
26562,3.0
26563,1.0
26564,1.5
26565,4.0
26566,4.0
26567,3.0
26568,4.0
26569,5.0
26570,4.0
26573,2.0
26574,4.5
26575,5.0
26576,5.0
26577,3.0
26579,5.0
26580,4.0
26582,4.0
26583,3.0
26584,0.5
26585,4.0
26586,4.0
26587,4.5
26588,3.5
26589,3.0
26590,3.0
26591,3.5
26592,5.0
26593,3.0
26594,2.5
26595,4.5
26596,1.5
26598,3.0
26600,5.0
26601,3.5
26605,5.0
26606,4.0
26607,1.0
26608,5.0
26609,4.0
26610,3.5
26611,3.5
26612,4.0
26613,3.0
26614,3.0
26615,3.5
26617,4.0
26618,3.0
26619,2.5
26621,5.0
26622,3.0
26623,2.0
26624,3.0
26625,4.0
26626,2.0
26627,2.0
26628,3.0
26629,1.0
26630,2.0
26632,4.0
26633,4.0
26634,3.0
26635,3.5
26636,3.0
26638,3.0
26639,4.0
26640,4.5
26641,4.0
26642,4.0
26643,5.0
26644,4.0
26645,3.5
26647,3.5
26650,1.0
26651,5.0
26655,4.5
26656,4.0
26657,2.0
26658,2.0
26659,5.0
26660,2.5
26661,3.5
26662,2.0
26663,3.5
26664,4.5
26665,4.0
26666,5.0
26667,3.5
26668,2.5
26670,1.0
26671,4.0
26672,4.0
26673,4.0
26674,4.0
26675,4.0
26676,4.0
26677,3.0
26678,5.0
26679,4.5
26681,2.0
26684,5.0
26685,4.0
26686,3.5
26687,3.0
26688,1.0
26689,4.0
26692,4.5
26693,4.0
26694,3.0
26695,1.0
26696,3.5
26697,5.0
26698,3.0
26699,3.5
26700,5.0
26701,3.0
26702,4.0
26703,5.0
26704,5.0
26705,3.0
26707,4.5
26708,4.5
26709,4.0
26710,3.0
26711,3.0
26712,3.0
26713,3.0
26714,3.5
26715,3.0
26716,4.5
26717,3.0
26718,4.0
26719,3.5
26720,4.0
26721,4.5
26722,4.0
26723,5.0
26724,2.0
26725,4.0
26726,4.0
26727,3.0
26728,4.0
26729,3.5
26731,4.0
26732,4.0
26733,2.0
26734,2.0
26735,3.0
26736,3.5
26737,4.0
26740,3.0
26741,4.0
26742,4.5
26743,2.5
26744,4.0
26745,5.0
26747,2.0
26748,2.5
26749,3.5
26751,4.0
26752,3.5
26753,4.0
26754,2.5
26757,4.0
26759,4.5
26760,4.0
26762,4.5
26763,4.0
26764,4.0
26765,3.0
26767,3.0
26768,2.5
26769,4.0
26771,3.5
26772,3.5
26773,3.5
26774,3.0
26775,5.0
26776,4.0
26778,4.0
26779,5.0
26780,5.0
26781,3.5
26782,4.0
26783,4.0
26784,3.0
26785,4.0
26786,2.5
26787,4.0
26789,3.0
26790,4.0
26791,4.0
26792,4.5
26794,3.0
26795,4.0
26796,5.0
26797,2.5
26798,5.0
26799,3.5
26800,3.5
26801,5.0
26802,5.0
26803,3.0
26804,3.0
26805,5.0
26807,1.5
26809,4.0
26811,2.0
26814,4.0
26817,3.5
26818,3.0
26820,4.5
26821,5.0
26823,3.5
26824,4.0
26825,4.0
26826,5.0
26827,3.0
26828,3.0
26829,5.0
26830,4.5
26831,5.0
26833,4.0
26834,4.0
26835,4.0
26836,4.0
26837,1.0
26838,3.0
26839,3.0
26840,3.0
26841,3.0
26843,3.0
26844,5.0
26845,5.0
26846,3.0
26847,3.0
26850,2.5
26851,4.0
26852,2.0
26853,2.0
26856,3.0
26858,5.0
26859,4.5
26860,5.0
26861,4.0
26862,4.0
26865,2.0
26866,4.0
26867,3.0
26868,5.0
26869,3.0
26870,4.0
26871,5.0
26873,4.0
26874,5.0
26875,2.0
26876,5.0
26877,4.5
26878,4.5
26879,4.0
26883,3.0
26884,5.0
26885,2.0
26886,4.0
26887,3.0
26889,1.0
26890,3.5
26893,4.0
26895,4.0
26896,3.5
26898,3.0
26899,4.0
26901,4.0
26902,4.0
26903,3.0
26905,4.0
26906,2.5
26907,3.0
26909,2.0
26910,4.0
26911,5.0
26912,1.0
26913,3.0
26914,4.0
26916,4.0
26917,3.5
26919,4.0
26920,4.0
26923,3.0
26924,3.5
26926,4.0
26927,4.0
26928,4.0
26931,4.0
26932,3.0
26934,4.0
26935,2.5
26936,1.5
26937,5.0
26938,3.5
26939,3.5
26942,4.0
26943,2.0
26944,4.0
26945,2.5
26947,4.0
26949,3.5
26950,4.5
26951,5.0
26953,3.0
26954,5.0
26956,4.0
26957,2.5
26958,3.0
26959,3.0
26960,5.0
26961,3.0
26962,5.0
26963,4.0
26964,4.0
26965,2.0
26966,2.0
26967,4.0
26968,5.0
26969,4.5
26970,3.0
26971,3.0
26972,0.5
26973,3.0
26974,4.0
26976,4.0
26978,3.5
26979,3.0
26980,3.0
26981,2.0
26982,1.0
26984,4.0
26985,3.0
26986,3.0
26988,4.0
26990,2.0
26991,3.0
26992,4.5
26993,4.0
26995,4.0
26996,5.0
26997,5.0
26998,4.5
26999,5.0
27000,3.0
27001,3.0
27002,4.5
27003,3.5
27004,3.0
27005,4.5
27007,3.5
27008,3.0
27009,4.0
27010,4.0
27011,3.5
27012,2.0
27013,5.0
27015,4.0
27016,5.0
27017,4.0
27019,3.0
27021,3.0
27022,5.0
27023,2.5
27024,3.0
27025,5.0
27026,3.0
27027,3.0
27028,4.5
27029,3.0
27030,5.0
27031,4.0
27032,3.0
27033,3.0
27035,4.0
27036,4.0
27039,2.0
27040,5.0
27041,5.0
27042,4.0
27044,4.0
27045,3.0
27048,3.0
27049,3.5
27050,4.5
27051,3.0
27053,3.0
27054,3.0
27056,3.0
27057,4.0
27058,4.5
27059,4.0
27061,5.0
27062,4.0
27063,4.0
27065,5.0
27066,3.5
27068,4.0
27071,5.0
27073,5.0
27074,4.0
27076,1.0
27079,4.0
27080,3.0
27081,3.0
27082,3.5
27083,5.0
27084,5.0
27085,3.5
27088,5.0
27089,4.0
27090,4.0
27091,5.0
27092,4.0
27095,3.0
27096,2.0
27098,3.0
27099,3.5
27100,3.0
27101,5.0
27102,2.5
27103,3.0
27105,3.0
27106,3.0
27107,4.0
27108,2.0
27109,1.0
27110,4.0
27113,2.0
27114,3.0
27115,4.0
27116,1.5
27117,4.0
27118,3.0
27119,4.0
27120,3.5
27122,3.0
27123,4.0
27124,4.0
27125,2.0
27126,3.0
27127,5.0
27128,4.0
27129,3.0
27130,5.0
27131,4.5
27132,4.5
27134,4.5
27135,2.0
27137,3.0
27138,4.5
27139,3.0
27140,0.5
27141,4.0
27142,5.0
27144,5.0
27145,3.5
27146,2.0
27147,4.0
27148,2.5
27150,3.0
27151,3.0
27153,4.5
27154,5.0
27156,4.0
27157,3.0
27158,4.0
27160,4.0
27161,0.5
27162,5.0
27164,2.0
27165,4.0
27166,5.0
27167,3.0
27168,4.0
27169,1.0
27171,4.0
27172,5.0
27173,4.0
27174,5.0
27175,2.0
27176,3.0
27177,2.0
27178,4.0
27180,5.0
27181,4.0
27183,3.0
27185,2.0
27186,2.5
27187,4.0
27189,4.0
27190,1.0
27191,3.0
27195,2.0
27196,4.5
27198,4.0
27199,4.5
27200,3.0
27201,3.0
27202,5.0
27205,2.0
27206,4.0
27207,5.0
27208,5.0
27209,2.0
27210,5.0
27212,3.0
27213,0.5
27214,2.0
27216,3.5
27217,3.0
27218,3.5
27219,4.0
27220,3.0
27221,3.5
27222,2.0
27224,2.0
27226,3.0
27227,4.0
27228,3.0
27230,2.5
27231,3.0
27232,4.0
27233,4.0
27234,2.5
27235,3.5
27236,4.0
27237,4.5
27238,2.5
27239,4.5
27241,3.5
27243,5.0
27244,4.0
27245,5.0
27248,3.0
27249,0.5
27250,3.5
27251,2.5
27252,5.0
27253,1.0
27254,4.0
27256,4.0
27258,4.5
27259,4.0
27260,1.5
27261,5.0
27264,3.5
27265,3.0
27266,4.0
27267,3.0
27268,4.0
27269,5.0
27270,3.5
27272,0.5
27273,3.0
27274,4.0
27275,3.5
27276,4.0
27280,3.0
27281,4.0
27282,3.0
27283,4.0
27284,5.0
27285,3.0
27286,3.0
27287,3.0
27289,4.0
27290,3.0
27291,4.0
27292,1.0
27293,3.5
27294,3.5
27297,3.0
27298,1.5
27299,2.0
27301,3.5
27303,5.0
27304,4.0
27305,4.5
27307,3.0
27308,5.0
27309,3.5
27311,3.0
27312,4.0
27313,4.0
27315,3.5
27316,4.0
27317,3.5
27319,2.5
27320,3.5
27321,3.5
27322,3.0
27323,3.5
27324,5.0
27326,3.0
27328,2.5
27329,0.5
27331,1.0
27332,3.0
27333,4.0
27337,4.0
27338,4.0
27339,2.0
27340,3.0
27341,3.5
27343,4.0
27344,5.0
27345,5.0
27346,1.5
27348,1.5
27349,4.0
27352,5.0
27353,4.0
27354,3.5
27355,3.5
27356,1.5
27357,4.0
27358,5.0
27360,3.5
27361,5.0
27362,3.5
27363,3.0
27364,1.0
27365,4.0
27366,3.0
27367,5.0
27368,2.5
27369,5.0
27370,3.0
27371,3.5
27372,2.5
27373,4.0
27374,4.0
27375,5.0
27376,4.0
27377,4.0
27378,3.0
27379,3.0
27380,3.0
27381,3.5
27382,3.0
27383,3.0
27384,4.5
27386,3.0
27387,2.0
27388,3.0
27389,4.0
27390,3.0
27391,4.0
27393,2.5
27398,5.0
27399,4.0
27401,3.5
27402,5.0
27403,3.5
27405,4.5
27406,4.0
27407,3.0
27408,3.0
27409,3.0
27410,5.0
27412,5.0
27413,5.0
27414,4.0
27415,2.0
27416,4.0
27418,2.0
27420,5.0
27421,4.0
27423,4.0
27424,4.5
27425,4.0
27426,2.5
27427,2.0
27428,2.0
27429,2.0
27430,4.0
27431,3.0
27432,3.5
27433,4.0
27434,4.0
27435,4.0
27436,5.0
27437,5.0
27438,2.0
27441,2.5
27442,5.0
27443,3.0
27444,5.0
27445,4.0
27446,3.5
27447,3.5
27448,5.0
27449,1.5
27450,5.0
27451,4.0
27452,4.0
27453,3.0
27454,2.0
27455,4.5
27456,4.0
27458,4.0
27460,4.0
27461,3.5
27462,5.0
27463,5.0
27464,5.0
27465,3.0
27466,3.5
27468,2.5
27469,3.0
27470,4.0
27471,4.0
27472,5.0
27473,5.0
27474,3.0
27476,4.0
27477,3.5
27479,4.0
27480,5.0
27481,3.5
27483,4.0
27484,3.0
27485,3.5
27487,5.0
27488,4.0
27489,2.0
27490,4.0
27491,4.0
27492,4.0
27493,3.0
27494,4.0
27495,4.0
27497,5.0
27499,3.0
27501,5.0
27502,5.0
27503,5.0
27505,3.5
27506,3.0
27508,3.0
27511,3.0
27512,2.0
27513,5.0
27514,5.0
27515,4.0
27516,4.0
27517,4.0
27519,2.5
27520,4.0
27521,4.0
27522,5.0
27523,1.0
27524,4.0
27525,4.0
27526,5.0
27527,2.0
27528,2.0
27529,2.5
27530,3.5
27531,4.0
27532,3.5
27533,5.0
27534,5.0
27537,4.0
27538,4.0
27540,1.5
27541,3.5
27542,4.0
27544,4.0
27545,2.5
27546,1.0
27549,3.0
27550,2.5
27551,2.0
27553,1.0
27554,2.0
27556,3.0
27557,3.5
27558,4.5
27559,4.0
27560,5.0
27561,4.5
27562,5.0
27565,4.0
27566,3.5
27567,3.5
27569,5.0
27571,5.0
27572,2.0
27573,3.5
27574,3.0
27576,3.0
27578,3.0
27582,4.5
27584,4.0
27585,4.0
27586,4.0
27588,4.0
27589,1.5
27590,3.5
27592,3.0
27593,2.5
27594,4.0
27595,3.5
27596,4.0
27597,2.0
27598,3.5
27599,3.5
27601,4.0
27602,2.0
27604,2.0
27605,2.0
27606,3.5
27607,5.0
27608,3.0
27609,4.0
27610,3.5
27611,3.0
27612,4.5
27615,4.0
27616,2.5
27617,1.5
27618,3.5
27619,5.0
27620,4.0
27621,4.0
27622,4.0
27625,3.0
27626,4.0
27627,1.0
27628,4.0
27629,2.5
27630,2.5
27631,0.5
27633,3.0
27634,3.0
27636,4.0
27637,3.0
27639,4.5
27640,3.0
27641,5.0
27642,2.0
27644,3.0
27646,4.0
27647,4.0
27649,2.0
27650,4.0
27653,0.5
27654,4.5
27655,4.0
27657,2.0
27659,5.0
27660,3.0
27662,5.0
27663,3.5
27664,5.0
27665,4.0
27666,5.0
27667,5.0
27668,4.0
27669,4.5
27670,5.0
27671,3.0
27672,3.0
27673,4.5
27674,3.0
27675,3.5
27676,4.5
27679,5.0
27682,2.0
27683,1.0
27684,5.0
27685,5.0
27687,3.0
27688,5.0
27689,3.0
27690,3.5
27691,5.0
27692,2.5
27693,3.0
27694,1.5
27695,3.0
27696,5.0
27698,3.0
27699,4.0
27700,2.5
27701,4.0
27702,5.0
27703,3.5
27704,4.5
27705,5.0
27706,4.5
27709,5.0
27710,3.0
27712,4.0
27713,3.0
27714,3.5
27715,5.0
