user,movie,rate
964,302,5.0
1111,29882,4.0
1006,2207,4.0
1832,952,3.0
110,5102,3.0
12,11117,4.0
383,23782,3.0
110,2622,3.5
4667,12717,3.0
1559,14692,3.0
201,967,4.5
26,177,4.0
1741,1787,4.0
404,11597,4.0
1825,27297,5.0
1391,7387,2.0
201,9537,3.0
2798,14327,4.0
1797,2812,5.0
390,14327,3.0
54,6232,4.5
3274,2562,2.5
1125,26317,2.0
677,4122,4.0
635,1172,3.0
404,3387,3.0
782,1612,3.0
3064,7872,5.0
2133,27162,5.0
201,5632,4.0
1006,2352,4.0
824,10327,4.0
1132,11607,4.5
194,3792,3.5
1412,29537,2.0
425,5487,2.0
873,33702,4.0
747,20872,2.0
1734,26247,5.0
4478,2037,2.0
383,23242,3.0
1804,35997,4.5
397,2502,4.0
1300,19502,4.0
1475,8287,4.5
1083,11537,1.0
1433,2182,2.0
3400,417,3.0
768,1732,3.5
1580,527,4.5
1426,27677,3.0
3323,13922,1.0
222,1737,4.0
1279,29167,3.5
320,957,5.0
320,27247,3.0
3309,3072,4.0
481,13912,4.0
747,4562,2.5
180,10732,3.5
3225,4367,1.0
1426,7867,4.0
2952,567,3.5
3323,42987,3.0
3708,2857,4.0
397,13817,2.5
3722,1027,4.0
922,4702,4.0
1111,14387,5.0
3589,1702,4.5
397,1857,4.0
971,1397,3.0
152,2802,4.0
1559,502,3.0
3043,2377,4.0
404,19157,4.0
3274,1062,2.5
747,9707,2.0
1615,9692,3.0
1167,402,4.0
1440,8442,3.0
201,28557,2.5
901,522,5.0
271,6882,4.0
1538,1372,3.5
82,28687,4.0
908,16797,4.0
4268,37,4.0
2385,16112,3.0
544,4162,3.0
383,4437,4.0
124,432,4.0
1426,1857,4.0
1818,3307,4.0
1433,582,3.0
320,522,2.0
2105,6547,4.0
4247,2252,5.0
404,12662,4.0
271,6097,3.0
2063,592,4.0
383,3062,1.0
439,4502,4.0
565,8687,3.5
964,8587,2.0
2553,3087,5.0
3400,1037,4.0
614,3562,4.0
1132,1922,4.5
61,21617,3.0
866,1277,2.5
2021,1892,3.5
2427,4862,4.0
3575,23307,2.0
1531,1887,3.5
1426,1387,3.0
705,622,4.0
2805,4617,3.0
82,29217,3.0
2448,37,4.0
873,2442,3.0
2140,8642,5.0
1692,5152,4.5
1426,7592,4.0
523,27,4.5
89,5372,1.5
2021,1567,4.5
460,927,4.5
1573,11492,5.0
3617,952,5.0
383,8222,3.5
2889,6682,5.0
327,15457,5.0
341,822,4.0
124,7262,3.5
2329,3637,4.0
1650,29712,3.0
180,8767,3.0
383,14092,2.5
2070,6917,4.0
488,277,5.0
208,1472,3.0
719,2992,4.5
1909,52,4.0
383,1302,1.0
3281,32,5.0
173,212,5.0
82,17192,3.5
208,35062,1.5
467,21632,4.0
96,29282,4.0
75,4112,2.5
425,7872,1.0
320,38157,4.0
1349,3387,2.5
845,7782,4.0
2868,2082,1.0
4352,2817,2.0
1055,16507,1.0
3113,39722,5.0
1125,3832,1.0
2238,4372,4.5
3232,6317,3.0
481,38032,2.5
3134,6532,4.0
2525,2667,4.0
404,297,2.0
1643,22712,4.0
1524,442,4.5
873,11047,3.5
264,3592,4.0
1160,7692,4.0
3071,20322,4.0
1223,2042,3.0
2189,487,2.0
747,9362,3.0
1475,6757,2.5
481,11842,2.5
3477,1832,3.0
873,15327,2.0
1930,7267,3.0
1041,1547,5.0
1272,1172,4.0
817,6967,1.0
2525,1967,2.0
152,3417,4.0
523,1872,0.5
3862,8377,5.0
1405,417,4.0
68,1637,3.5
1132,23722,4.5
2924,2312,1.0
1237,10177,4.0
2238,2597,4.0
180,1272,4.5
1062,3897,5.0
796,2052,5.0
1090,2182,1.0
2413,11462,3.0
2812,16097,1.0
1069,8397,4.0
4702,402,5.0
2294,3852,4.0
82,7312,5.0
152,6437,3.0
2035,21762,4.0
75,11592,3.0
2616,10597,1.0
838,20157,4.0
1755,4832,2.0
2091,5662,5.0
1237,14267,5.0
1860,12437,4.0
1727,11057,4.0
61,402,4.0
495,592,5.0
19,4822,4.5
1335,4862,4.0
306,11917,3.0
124,29152,3.5
306,29647,2.5
201,28167,3.0
1846,287,4.0
306,3222,3.0
2875,8377,4.0
75,11052,2.0
2392,9512,4.0
754,5347,4.0
2077,21957,3.0
3365,952,5.0
873,9372,3.0
2770,882,4.0
614,9312,3.0
292,1107,4.0
320,19942,4.0
82,9932,3.5
180,16537,2.0
341,2822,4.0
712,23867,4.0
173,1212,3.0
2378,442,4.0
306,31002,3.0
873,2492,4.5
1440,8767,4.0
3400,8357,4.0
1097,16377,4.5
747,917,2.5
3666,3477,4.0
2182,12142,4.0
3211,8842,4.0
1146,6092,3.0
19,1592,4.0
2525,4327,2.0
922,6547,3.5
761,4302,4.0
838,9047,4.0
313,34087,3.5
1300,7407,3.0
446,1172,4.0
1944,2972,4.5
600,19827,3.0
152,1092,4.0
1615,9717,3.0
635,6262,4.0
383,11887,3.0
2875,1412,2.0
383,1107,1.0
222,2862,3.0
285,17832,2.5
747,8492,3.0
257,28727,3.0
4457,2127,3.5
1895,4422,4.0
2336,32522,3.5
2210,5912,3.0
537,8642,2.0
3029,1797,5.0
390,19677,4.0
3393,2202,5.0
320,6587,5.0
614,4692,2.0
75,39562,2.5
747,6137,3.5
61,8577,4.0
1069,9837,4.5
551,6962,2.0
1153,8287,5.0
82,26507,4.5
2721,417,5.0
1972,4512,3.5
2000,417,5.0
2028,1307,4.0
208,15947,1.0
26,4252,4.0
558,522,3.5
3274,802,4.0
2210,6107,3.0
2287,2407,3.5
2553,7887,5.0
12,9007,3.5
873,17977,0.5
873,8942,2.5
873,31152,4.0
1769,11552,3.0
677,222,2.5
271,2552,2.0
404,11747,4.0
4555,1632,2.0
1321,2162,4.0
278,11592,3.0
299,2432,4.0
1573,1297,5.0
4142,13472,5.0
1258,7152,5.0
873,17812,2.5
2378,5577,3.5
481,3762,2.5
2126,3242,4.5
957,102,4.0
2749,927,4.5
75,21702,1.5
3869,3797,4.0
1426,4262,3.0
1055,1002,3.0
761,1872,4.0
1748,4477,4.0
4345,2352,4.0
306,3902,4.0
2140,3242,3.5
537,1747,4.0
2798,3487,3.0
1139,1702,4.0
4611,497,3.0
1797,2342,3.0
2175,357,5.0
1937,882,4.0
2203,952,1.0
1363,8167,4.5
607,10387,3.0
2749,1972,4.5
383,16037,3.0
320,21417,4.0
201,12982,3.5
747,9957,2.0
3883,1302,3.5
3127,7512,3.0
1307,197,4.0
537,11677,3.0
2168,7462,4.0
1958,1262,4.5
82,41932,2.0
2448,14117,2.5
1097,7927,4.5
2133,44537,5.0
1230,13482,3.0
761,16407,4.0
1755,22497,4.0
89,5662,0.5
208,6717,3.0
278,13842,3.5
684,1147,3.0
2903,452,5.0
922,34927,3.0
4191,642,4.0
1153,2302,4.0
1146,492,3.5
964,4382,4.0
1860,13267,5.0
3820,17,3.0
110,25417,5.0
82,21677,3.0
558,5567,4.0
537,8737,3.0
2238,417,4.0
1342,3407,5.0
712,3232,4.0
530,3092,3.0
173,3522,5.0
313,34807,3.5
3939,9082,1.0
2315,16482,4.5
2448,40107,4.5
1426,11692,3.0
614,15957,3.0
1468,5352,4.0
1391,7037,5.0
2140,1747,4.0
1153,7947,4.0
908,47,3.5
89,6472,2.5
103,9992,5.0
502,4437,4.0
61,5462,3.0
3638,4787,5.0
4037,3082,2.0
621,3852,4.5
180,8552,0.5
1006,13407,2.0
397,35707,1.0
1440,2322,2.0
698,2077,3.0
1356,527,4.0
75,322,4.0
670,2432,4.5
1643,24277,3.0
1069,4382,4.0
1433,1232,3.0
4331,492,2.0
54,14852,3.5
404,16767,3.0
873,13042,2.0
4086,11122,4.0
1496,257,2.0
481,9852,3.0
1426,12087,4.0
1300,1127,4.0
1517,32517,2.0
1846,1532,3.0
2315,6262,5.0
3288,4022,4.0
1335,19492,4.0
1307,4672,3.0
1426,5307,3.0
3043,26762,3.0
656,1637,5.0
341,2362,5.0
2448,16362,2.0
719,3212,4.0
3022,13097,3.0
2924,3472,2.0
1153,9852,4.0
810,5612,5.0
1258,19157,4.5
320,1872,4.0
355,1597,2.0
1895,5847,5.0
1531,3792,4.0
1237,17,4.0
544,6952,3.5
1426,19757,4.5
3638,10592,3.0
1741,2622,4.0
3988,2727,3.0
887,257,5.0
3834,2732,4.0
383,3667,2.0
1517,34662,3.0
1580,997,3.0
4184,4417,4.5
1503,3762,3.0
558,3397,2.5
124,13387,2.5
404,29612,3.0
334,4012,4.0
607,36237,1.0
404,2172,4.0
572,3037,5.0
397,17497,0.5
782,21057,4.0
12,10572,3.5
341,8167,4.0
817,13312,4.0
2819,5532,4.0
292,6697,3.5
19,822,4.5
117,3787,5.0
796,4497,2.0
2175,8737,4.0
3778,2332,4.5
82,622,3.0
964,8347,2.0
201,13352,4.0
383,11042,2.5
75,43587,2.5
264,5797,4.0
964,11892,3.5
2126,37,1.0
1300,11482,3.5
796,4617,4.0
1230,11377,4.5
1790,9507,4.0
19,1182,5.0
1286,13687,5.0
1426,27177,3.0
1174,21827,1.0
1426,23487,0.5
908,152,4.0
796,592,5.0
607,20552,2.0
2371,492,3.0
138,5297,3.5
201,7322,3.0
3400,7307,4.0
89,3072,2.0
971,1762,4.0
201,507,3.5
558,1107,5.0
1076,1397,5.0
1328,17287,3.5
558,10177,4.0
873,2727,3.0
327,272,5.0
1650,15657,1.0
3589,1347,5.0
82,167,5.0
698,77,4.0
4408,402,5.0
572,4757,5.0
2791,2017,3.0
278,13917,3.5
61,3762,4.0
3589,2467,3.0
1293,30152,1.0
1615,15667,5.0
698,17132,4.0
82,297,3.5
3148,6217,5.0
1524,4122,5.0
754,5327,3.0
2896,3217,3.0
1797,7462,5.0
901,1412,3.0
2084,2762,4.0
621,4532,3.5
845,342,5.0
3281,8287,4.0
1461,5222,4.0
1482,10237,3.5
481,9392,4.0
75,33852,3.0
376,8117,4.5
614,4122,2.5
222,17137,3.0
404,6137,4.0
383,142,1.0
2735,17452,4.0
481,6372,2.5
873,16872,2.5
1566,952,4.0
4331,20502,3.0
26,5062,3.0
306,2257,3.0
3561,3062,3.0
1265,3752,4.5
698,6537,4.0
544,582,4.5
110,2822,3.5
446,57,3.0
12,37187,3.0
614,11357,4.0
271,1572,5.0
747,18482,1.5
26,4322,4.0
4562,20497,5.0
306,917,3.0
1958,357,4.0
698,177,5.0
3330,3047,0.5
264,1962,3.0
4513,21862,5.0
2042,6662,2.0
901,9977,4.0
3449,6627,0.5
4345,8902,4.0
670,6547,2.5
698,4902,3.0
2070,6537,5.0
1664,15772,5.0
481,40607,2.5
2350,12142,4.0
271,3337,3.0
180,9422,4.5
3701,1172,5.0
264,8667,1.0
894,10442,1.0
264,2367,2.0
208,7122,3.0
4310,5902,5.0
201,4657,5.0
1804,2357,4.5
593,1962,4.0
285,17097,3.0
82,11327,3.5
271,14767,3.5
257,41182,4.0
194,11647,4.0
383,2442,1.0
320,3417,3.0
320,34972,4.0
2385,6102,4.0
2798,21062,3.5
152,8387,1.0
110,3097,4.0
2112,43447,5.0
2175,822,4.0
1909,822,3.5
103,11327,3.0
4142,32462,2.0
684,4537,3.0
1104,3682,3.5
1174,16652,4.0
4632,1092,4.0
922,6592,5.0
1741,102,3.0
3323,6617,3.0
1174,16527,4.0
89,9282,4.0
1174,5602,3.0
61,10187,3.0
439,3522,4.0
3505,12952,4.0
397,4037,3.0
957,24277,1.0
439,152,4.5
516,4512,3.5
1559,3057,4.0
75,5777,3.0
1349,5832,3.0
712,2622,4.0
383,30937,2.0
61,9682,4.0
1783,592,5.0
26,1667,4.0
1055,6097,3.0
1300,7802,4.0
1069,8617,5.0
334,13877,4.0
180,6402,4.0
26,9012,4.0
1923,31542,5.0
362,14512,3.0
418,4657,5.0
684,15027,3.0
208,4162,2.0
1153,5647,4.0
474,3852,5.0
82,14062,4.0
2273,18827,4.0
2672,427,4.0
3134,2342,2.0
621,452,3.5
271,9757,4.5
600,8037,3.0
1202,2422,2.0
2665,3312,2.5
1846,1452,3.0
1475,1397,4.0
110,4452,1.0
2287,13617,3.5
922,30757,2.5
2525,112,3.0
4464,2182,2.0
2728,717,5.0
271,3892,4.0
404,11192,4.0
110,8377,2.5
1853,2517,5.0
2882,16447,2.0
2714,8167,4.0
922,6337,3.0
551,30212,3.0
12,1447,2.0
3946,5732,4.5
313,7247,3.5
75,277,4.0
201,2382,4.0
26,27062,4.0
4317,3042,5.0
1426,3402,3.0
873,28467,3.5
12,22802,4.0
1783,892,5.0
1545,6757,4.0
761,882,5.0
439,5197,5.0
3428,3212,2.5
2602,5902,5.0
89,17112,2.0
1104,23307,2.5
2637,5827,5.0
3918,1127,4.0
621,2217,3.0
1860,3027,4.0
2595,4437,1.5
2378,18212,4.0
908,957,4.5
2959,8392,5.0
1111,6642,4.0
1650,967,5.0
705,5597,5.0
831,7602,4.5
243,3982,4.0
712,2827,4.0
180,23192,4.0
285,602,5.0
404,7802,4.0
26,15347,4.0
1853,4327,4.0
3897,1747,4.5
943,1927,4.0
1244,12782,5.0
1398,7667,4.5
299,12162,4.5
3113,5787,4.5
957,192,3.0
2469,3762,5.0
2595,6152,3.5
82,2882,3.5
747,752,2.5
3967,9312,3.0
110,2707,4.0
2455,4537,3.0
355,4572,2.5
4324,3837,2.0
1020,3267,4.0
82,36272,4.0
1643,2082,3.0
1650,1667,4.0
2028,4442,5.0
201,2257,3.5
1839,1172,5.0
1300,2532,1.0
404,44977,2.0
1097,5312,4.0
1587,11942,3.5
2665,8117,3.0
1125,62,4.0
530,1472,4.5
47,802,4.5
530,37532,4.0
754,882,4.0
782,9337,4.0
2210,15672,4.5
1020,57,4.0
208,6077,5.0
1685,592,4.0
1419,6387,4.0
54,342,5.0
831,10707,5.0
677,27497,4.0
1944,17697,4.0
761,672,4.0
1139,14462,3.0
201,16717,2.5
2364,12872,4.0
565,5482,3.0
3393,16852,4.0
4261,6027,4.0
4072,7607,4.0
614,32877,3.5
544,3047,3.5
628,20502,3.0
1510,642,4.0
2035,10357,5.0
712,10732,4.0
1783,2367,3.0
2679,3472,3.0
397,8927,3.0
341,5132,3.0
1349,5327,5.0
1559,2947,3.0
509,25912,5.0
4345,21127,4.0
1426,37822,4.0
75,36087,3.5
887,14247,3.5
712,6527,5.0
1006,15862,4.0
3120,927,3.5
26,11852,4.0
488,8597,5.0
222,4692,3.0
2896,3957,4.0
1237,7972,3.0
180,1307,4.0
306,11427,3.5
544,662,3.0
3827,3897,5.0
82,33437,3.5
663,17102,1.0
1825,2822,4.0
75,2977,2.0
1930,10522,4.5
2679,422,5.0
2700,1917,4.0
2770,12927,4.0
915,8022,5.0
201,7417,4.0
635,8402,1.0
124,10342,4.0
1342,11242,0.5
2686,692,5.0
4583,2797,4.0
460,312,5.0
1531,1057,2.0
1405,5847,5.0
551,11682,5.0
1461,7857,4.5
2210,16502,3.5
1300,1172,5.0
817,1237,4.0
1251,1667,4.0
1265,4742,4.0
19,16407,4.5
1734,12772,4.0
306,5902,3.5
4324,1237,5.0
278,582,4.0
1104,3127,5.0
19,6077,3.5
2392,427,3.0
1195,39332,3.5
3540,2987,3.0
4016,1397,5.0
1685,17397,4.0
1006,36497,4.0
425,5977,3.0
978,4792,3.0
2315,2257,3.5
873,8617,4.5
698,8287,3.0
747,6567,3.5
2385,19192,5.0
26,11567,2.0
320,87,4.0
1041,27737,4.0
82,12027,3.0
12,22812,4.0
2644,10202,3.5
390,6222,4.0
894,4082,4.0
2049,4517,3.0
61,15347,1.0
19,2242,4.5
397,3407,4.5
537,5532,4.5
2189,2107,3.5
1615,312,4.0
208,3977,4.0
656,887,4.0
3190,14952,5.0
3295,1277,3.5
2448,23047,2.5
2350,5442,5.0
2588,2727,4.5
320,3877,4.0
1846,6217,4.0
733,3587,3.5
810,14267,4.5
180,11242,4.0
1846,492,4.0
481,5477,4.0
607,4842,3.5
222,2352,4.5
4079,3527,4.0
908,4352,4.0
2896,237,4.5
1426,15827,3.5
2931,5022,2.0
782,6322,5.0
3421,1892,5.0
4282,15492,3.0
2007,722,5.0
383,31712,2.0
1027,527,4.0
817,4057,4.0
12,26762,3.5
1531,2632,4.0
1741,10177,3.0
4660,1707,4.0
2315,7097,5.0
1167,1217,5.0
96,5967,5.0
3162,9017,4.0
2763,13067,1.0
404,462,2.0
957,8697,1.0
2756,4442,3.0
1440,29887,4.0
3484,2667,3.5
3393,6167,5.0
1041,4772,4.0
82,9502,2.0
1202,17067,3.0
404,4172,5.0
110,12542,1.0
383,1427,1.0
649,6787,3.5
747,782,3.5
4359,10322,4.5
2161,357,3.0
383,8117,3.0
271,2732,5.0
306,4497,4.5
2021,12892,3.5
383,30722,3.0
873,31197,3.5
2189,11247,4.0
194,1877,4.0
12,15112,3.5
1013,21537,3.0
740,6397,1.0
1111,4787,3.0
1643,3407,4.0
2385,5102,5.0
2448,33632,4.5
1041,1177,1.0
61,10177,5.0
614,2727,2.5
383,4267,5.0
61,17242,3.0
1300,21577,0.5
2371,2252,5.0
75,4997,3.0
2049,3862,3.5
873,11377,4.0
2574,1847,3.0
3029,9747,3.0
2553,2512,4.0
4107,3122,2.0
411,3402,3.0
1111,32262,4.0
3687,882,5.0
873,7757,4.0
26,8947,4.0
2420,4742,3.0
257,13817,3.5
404,2837,3.0
607,7822,2.5
1832,5407,4.0
404,23742,4.0
3309,11557,5.0
1349,2012,3.0
1405,7827,5.0
1846,1247,3.0
3946,1307,4.5
712,15352,4.0
1272,662,4.0
3519,9747,4.0
1629,3802,4.0
1825,2517,4.0
299,2132,4.5
3498,9132,3.0
2021,6672,4.5
838,9357,4.0
82,20477,3.5
1615,7462,4.0
747,7927,3.0
285,23362,4.5
446,4602,3.5
3855,6952,2.0
341,18032,3.0
481,24827,3.0
2448,12872,3.0
607,8737,3.0
936,3262,3.5
327,4612,4.0
985,3802,5.0
1328,3082,2.0
1769,6702,3.0
2315,6697,4.5
1167,7872,3.0
61,13782,2.0
61,662,1.0
670,15112,4.5
677,3082,2.0
264,20082,4.0
110,3902,4.5
1566,1232,2.0
1405,1847,3.0
1979,827,3.0
985,1667,3.0
1174,15627,4.0
446,43022,2.0
383,20792,3.0
222,4932,3.5
614,1057,3.5
2875,7197,3.5
3071,13432,4.0
2385,22287,3.0
3190,967,5.0
12,7822,3.0
1006,3372,4.0
2469,27342,4.0
54,13987,5.0
558,7742,3.5
1825,6697,3.5
439,5597,5.0
1909,16227,3.5
89,532,1.0
1237,3337,4.0
880,18672,2.0
341,797,1.0
369,8347,5.0
922,967,5.0
3505,9297,5.0
2854,842,3.5
761,15212,2.0
439,16342,4.5
4653,19022,3.0
922,4912,5.0
1895,967,5.0
2238,142,3.0
299,14687,5.0
810,10277,1.0
747,7097,3.5
1790,1092,5.0
4499,5982,4.0
3505,3852,4.0
40,7517,5.0
635,12417,1.0
544,927,5.0
2448,31092,4.0
194,97,4.0
1244,9467,3.0
278,1292,3.5
201,7247,3.5
2469,1107,4.0
404,13202,5.0
754,5172,4.0
1293,8762,1.0
75,11757,3.0
4149,2132,4.0
852,1402,1.0
3134,11912,3.0
2210,13072,2.5
845,2012,4.0
201,9372,2.0
1349,2357,4.5
320,15137,1.0
3232,1667,2.0
1783,1672,5.0
3484,2117,5.0
621,1972,4.0
257,14872,3.5
782,2587,5.0
1286,23482,4.0
2189,3792,3.5
530,21927,5.0
1552,2692,5.0
2385,6747,4.0
1349,4497,3.0
530,41822,5.0
19,6457,4.5
1370,1907,3.0
3820,832,5.0
2077,1147,4.5
894,1632,3.0
3106,512,4.0
1769,797,2.0
2189,11757,3.5
404,10837,3.0
2693,372,5.0
488,3842,4.0
971,11792,2.0
26,6127,4.0
61,6787,5.0
1139,34142,3.0
4135,1347,4.0
2630,1597,5.0
3127,13922,4.0
131,7912,5.0
1111,6202,4.0
68,3862,2.5
3806,4822,4.0
3337,3292,4.0
1517,617,5.0
19,5227,4.5
2385,2202,5.0
523,3272,3.0
2168,1352,3.0
19,2057,4.0
3344,2017,3.0
82,30622,4.0
719,6077,3.0
4653,2012,3.0
607,2352,3.5
12,2397,3.5
768,307,3.0
607,20662,3.0
558,12007,3.5
1174,30662,1.0
614,1702,2.0
3519,2252,2.0
3176,952,4.0
922,2477,3.5
4247,427,3.0
747,23362,4.0
285,8737,4.0
1300,8182,3.5
383,197,4.0
82,7017,5.0
614,13437,2.5
2070,417,5.0
2063,5967,3.0
110,3467,2.0
208,1052,1.5
2182,9072,5.0
761,1242,2.0
320,13097,4.0
82,21742,4.0
3484,5172,3.0
1328,32287,4.0
3589,6672,1.0
1006,1872,2.0
1888,1052,2.0
1839,5327,5.0
1300,862,1.0
4247,1957,4.0
1531,6162,2.0
873,3127,3.5
2735,582,3.0
2231,29052,4.0
1041,5322,2.0
2224,8397,4.0
1139,3797,4.0
271,4932,2.0
824,4827,5.0
684,3122,2.0
614,38142,3.0
2112,12672,2.0
698,5232,4.0
1790,14927,4.0
1167,20632,5.0
306,902,2.0
12,2057,3.0
4674,2342,3.0
229,5002,2.5
187,4202,4.0
1958,19472,3.0
383,12027,1.0
1440,13947,3.0
383,5087,2.0
1734,11512,4.0
285,392,5.0
530,7722,4.0
607,422,1.0
404,11072,5.0
481,34052,2.0
201,6772,1.5
82,4172,2.0
957,21417,4.0
1678,2017,3.0
866,11737,4.5
348,8552,4.0
747,4482,2.5
873,24607,3.0
978,32367,4.0
2714,21207,4.0
404,26002,4.0
481,13867,2.0
124,862,3.0
1146,8167,4.0
1006,617,5.0
1041,122,2.0
26,5297,5.0
684,1572,3.0
439,6057,5.0
75,2567,3.5
369,2962,3.0
1909,8492,5.0
3078,20872,3.0
782,10872,4.0
2350,882,5.0
320,11632,4.0
2189,28357,4.5
271,19232,5.0
1097,112,2.5
404,10177,5.0
103,8717,3.0
1440,592,4.0
3470,10112,3.5
404,1757,4.0
873,19777,4.0
3183,662,3.0
1727,24427,5.0
3393,2822,5.0
320,5062,5.0
180,11407,2.0
1174,4117,3.0
1111,3837,4.0
810,1987,2.0
4520,422,3.0
964,7827,3.0
1790,557,4.0
3519,2752,5.0
1300,3172,1.0
82,12167,3.0
1426,6157,3.0
3071,2482,4.0
719,10752,4.0
1531,10177,4.0
3932,10327,4.0
320,19307,3.0
838,6987,4.0
306,12112,3.0
110,6237,1.0
3155,5967,4.0
355,41052,1.0
635,5752,2.0
201,192,4.0
908,7097,3.0
19,9047,4.0
19,722,4.0
1146,9707,3.0
635,14932,2.5
2413,7512,3.0
2364,15727,3.5
82,10482,3.5
796,21812,4.0
873,14872,3.0
222,607,3.0
3505,3517,3.0
383,17272,2.0
75,22337,4.0
726,2622,3.0
1146,18217,4.5
1412,8892,5.0
586,6607,5.0
61,622,4.0
873,4857,3.0
1916,617,5.0
1265,1397,4.0
278,3892,4.0
1524,3177,4.0
2294,8737,4.0
4079,672,4.0
789,5227,5.0
1790,5142,2.0
2427,2017,4.5
362,9237,4.0
2721,8397,3.0
1587,592,4.0
82,4082,3.0
3190,5912,5.0
481,34097,1.5
3071,647,5.0
1440,957,5.0
2217,4867,4.0
866,5777,4.0
3484,35752,4.0
2301,5102,4.0
1251,16192,4.0
2595,6092,4.0
873,10872,3.0
481,16717,3.0
75,18832,1.0
1125,5692,2.0
3932,642,5.0
544,5357,4.0
82,13472,1.5
3575,6162,5.0
264,20627,2.0
201,20732,2.0
3540,5632,4.5
810,3382,5.0
257,4482,4.0
936,15537,3.0
607,8122,2.0
1440,8237,3.0
3897,1062,4.0
404,632,4.0
1237,927,5.0
1104,502,4.0
12,12697,2.0
222,17,3.0
579,6917,4.0
1300,2717,1.5
2133,10617,3.5
404,16047,5.0
1552,3902,4.0
607,9067,3.0
2581,952,4.0
404,21947,4.0
2371,1452,4.0
4016,452,2.0
1748,152,2.0
285,2112,5.0
3071,3312,4.0
2686,4707,5.0
1258,19512,4.5
544,6662,3.5
1741,3447,3.0
1251,1192,3.5
782,29032,2.0
810,3862,3.5
19,11317,3.0
621,502,3.5
2385,8377,4.0
3323,32992,4.0
180,21192,3.5
404,457,4.0
2350,182,5.0
75,41007,2.0
96,7572,5.0
1734,23117,4.0
222,14032,5.0
3078,3037,3.5
2714,3682,3.0
1055,5282,4.0
453,382,4.0
383,27327,1.5
2763,8792,4.0
327,1347,3.0
1636,9092,3.5
3876,12,1.0
747,29777,3.0
75,26497,2.5
404,1697,2.0
1811,12192,3.0
110,312,4.5
4149,7927,5.0
334,1292,4.0
761,17782,3.0
68,1347,3.5
355,2362,3.5
299,18792,2.0
698,17572,3.0
2021,4837,4.0
3645,9047,4.0
236,1297,3.0
971,947,4.0
873,43537,3.0
404,6592,2.0
3323,4582,4.0
614,987,2.5
1398,10187,3.5
82,15712,4.0
75,25522,2.0
4023,2822,3.0
2770,2567,4.0
1272,102,4.0
1853,5962,5.0
2875,427,4.5
1426,4567,2.5
873,12437,3.5
12,1822,2.0
1797,5002,4.0
208,1552,2.0
1713,4592,3.5
1251,2357,3.0
1762,14602,2.5
3589,19532,4.0
516,1857,3.5
271,18197,3.5
61,12052,2.0
1160,1212,5.0
1013,1352,5.0
1713,1892,3.5
621,4147,4.0
649,1192,4.0
1300,332,3.5
341,5807,4.0
2385,17467,3.0
2798,3797,5.0
201,8997,3.0
439,4987,3.0
3785,402,5.0
4324,3467,3.0
1832,9082,3.0
1559,1307,2.0
1125,1657,3.0
740,5022,3.0
614,2552,3.0
2084,26427,3.0
383,262,3.5
1076,662,2.0
1216,22627,1.0
747,2627,3.5
2252,15937,3.0
1055,2197,4.0
180,21682,2.0
2042,1092,3.0
404,18182,3.0
19,11042,4.0
383,8467,4.0
873,6117,0.5
992,3122,3.5
2315,16537,4.5
873,822,5.0
1139,32227,3.0
908,20882,4.0
2742,6252,4.5
2035,447,4.0
1300,8222,3.5
1412,4727,1.0
82,22757,3.0
2889,2202,4.0
635,5222,3.5
873,582,3.0
817,10882,2.0
82,39352,2.5
782,9657,2.0
264,38112,3.5
1146,7882,3.5
4177,10327,4.5
1237,1262,5.0
4051,3212,4.0
4079,662,3.0
1216,9042,3.0
3617,47,3.0
390,8042,5.0
1706,4352,2.0
572,3057,5.0
1692,1347,4.0
754,237,4.0
1713,31237,4.0
796,12752,2.0
1111,13177,3.0
4492,2057,5.0
1160,5327,5.0
82,44637,2.5
1349,2732,4.5
1692,2547,4.0
187,13492,3.0
1839,357,4.5
1447,2997,5.0
1426,2812,5.0
68,12467,3.0
19,2107,3.5
1853,792,1.0
1055,9672,1.0
89,13637,2.5
1650,5912,3.0
383,6222,1.0
614,4477,3.0
208,15897,3.5
320,352,5.0
467,182,5.0
936,5172,4.0
1734,17242,5.0
2133,2462,4.0
404,10232,3.0
2875,22882,4.0
1272,5327,4.5
75,14082,2.0
404,697,4.0
320,6812,2.0
26,9702,4.0
124,1497,4.0
1531,9512,3.0
1538,1832,4.0
12,39067,4.5
1167,3127,4.0
12,2622,4.0
264,3622,5.0
537,262,5.0
173,6507,3.0
2315,6272,4.0
1573,12012,3.0
82,13552,4.0
2315,34162,5.0
19,3612,4.5
152,1262,5.0
19,13792,4.0
761,17497,1.0
12,4532,2.5
635,3787,3.0
2420,7512,3.0
747,4862,3.5
537,747,4.0
1111,1872,3.0
3813,15937,4.0
3946,3407,4.5
271,36307,2.0
26,27042,4.0
607,15422,1.5
1195,1107,3.0
3253,4437,4.5
404,6687,4.0
803,26972,3.5
1531,24392,1.0
390,28767,4.0
1797,11667,3.0
1041,18032,1.0
1846,7342,3.0
313,18632,3.0
1895,17142,5.0
1944,11272,3.5
1237,23892,3.0
1825,18087,5.0
341,12697,4.0
922,332,4.5
2371,14402,4.0
1230,5207,4.0
180,77,5.0
2917,7052,4.0
1363,31217,3.5
383,4002,2.5
1713,2047,3.0
2700,7417,4.0
831,14687,4.0
103,1237,3.0
201,337,5.0
747,1507,3.5
663,402,2.0
