,user,movie
26006,1741,15957
26007,1216,222
26009,1104,15372
26010,264,9702
26011,117,14127
26012,89,8417
26013,439,11817
26014,698,6662
26015,341,16667
26016,3155,2552
26018,208,38262
26019,19,19567
26020,698,3682
26021,747,2222
26022,19,4122
26023,1853,10317
26024,4233,5052
26025,3785,927
26026,1097,36682
26027,19,9692
26028,2049,8157
26029,306,4902
26030,47,1057
26031,208,1327
26032,152,7947
26033,558,7292
26034,1685,8347
26035,607,12382
26036,782,5082
26038,817,5602
26039,2126,1232
26040,481,6402
26041,747,8577
26042,922,1692
26043,222,1597
26046,726,10792
26047,1825,1402
26048,152,19392
26049,957,27862
26050,957,4912
26052,173,5442
26053,2287,842
26055,1650,3177
26056,2686,17267
26057,3764,3477
26060,341,87
26061,446,952
26063,2392,18167
26064,649,4692
26065,201,2157
26066,845,3642
26069,2112,717
26071,2819,1632
26072,460,23767
26073,103,18857
26076,2574,10272
26077,922,18352
26078,3015,1192
26079,2350,4142
26080,2245,27312
26081,2140,6407
26082,1832,342
26083,481,17067
26084,1069,9342
26085,2742,6697
26086,1580,24197
26087,12,16092
26089,208,42
26090,54,18472
26091,3190,18647
26092,481,44067
26093,2245,7927
26094,1426,25372
26095,635,6697
26097,1559,4692
26098,3295,18532
26099,110,4012
26100,2350,6552
26101,3862,3037
26102,306,7462
26103,2077,10672
26104,1685,882
26105,551,3762
26106,712,672
26107,3428,4412
26109,789,8397
26110,3246,237
26111,1832,957
26112,3834,427
26113,2952,11417
26114,3519,10272
26115,1531,2147
26116,61,10872
26117,2805,1397
26119,1790,3037
26120,19,3297
26121,110,862
26122,285,2687
26124,1636,532
26125,1902,2632
26126,124,14312
26128,1146,24227
26129,2427,17582
26130,1426,8402
26133,180,1817
26134,1111,7437
26135,894,277
26136,383,35782
26137,4170,13472
26138,1895,1342
26139,3995,427
26140,404,18242
26141,4576,3007
26143,2651,2817
26146,614,13432
26147,3274,5102
26148,1440,4752
26149,4303,14692
26150,1972,44437
26151,26,11957
26152,2819,1172
26153,957,15437
26154,3232,3802
26157,1426,1532
26158,3022,10242
26159,4282,10777
26160,614,3217
26161,1958,3067
26162,1559,8042
26164,1853,5447
26165,3274,582
26166,264,322
26168,3498,9637
26169,1300,842
26170,1440,1002
26171,264,6057
26172,614,17022
26173,873,18597
26174,278,857
26175,544,537
26176,2021,12327
26177,838,4822
26178,1041,1917
26179,3757,5597
26180,110,8552
26182,1251,13387
26183,635,497
26184,82,39907
26185,180,32402
26186,530,9452
26187,2707,7037
26188,3155,2342
26190,2770,5107
26191,285,6902
26192,1006,18492
26194,747,41687
26195,740,39537
26196,4457,2357
26197,3883,1892
26199,2917,3462
26201,404,4052
26202,544,4822
26204,964,11127
26205,1643,28477
26206,1146,14747
26207,3197,2132
26208,194,31712
26209,4254,3527
26210,110,102
26212,1755,24577
26213,1853,11557
26214,89,2222
26216,2805,927
26217,2427,5532
26218,82,197
26220,285,27732
26222,712,692
26223,2770,442
26224,320,2417
26225,404,7557
26226,1111,4932
26227,404,20482
26228,3078,8397
26229,922,7697
26230,2812,18182
26231,614,4962
26232,110,3492
26233,82,11417
26234,495,2352
26235,12,3977
26236,873,6127
26237,82,28417
26238,1069,6912
26241,1832,11162
26244,1286,5057
26245,3127,7067
26247,761,21992
26249,3106,5967
26250,152,927
26251,418,3762
26252,2287,532
26253,4555,1547
26254,411,9167
26255,264,6287
26256,313,4727
26257,1006,3317
26258,1237,16337
26259,747,11257
26261,320,9957
26262,12,18097
26265,2553,5407
26266,789,5827
26267,1804,37777
26268,264,2372
26269,1251,1172
26270,2861,3477
26271,1202,3897
26272,173,7072
26273,3869,492
26274,2742,2667
26275,2252,5112
26277,383,32917
26278,320,6817
26279,2112,1442
26280,3561,19102
26281,180,672
26282,936,4252
26283,2595,14612
26284,1363,6622
26286,670,5907
26288,75,23062
26289,2140,13432
26290,1405,402
26291,2175,792
26292,1244,2017
26293,320,1692
26294,2448,9867
26295,404,8552
26296,1202,2837
26299,1531,622
26300,3946,1402
26301,12,9692
26302,264,57
26303,2007,21552
26304,1202,14412
26305,2602,10972
26308,96,2597
26309,341,17792
26310,4289,2622
26311,425,3647
26312,1251,7402
26313,1097,5077
26315,306,2822
26316,621,557
26318,383,19772
26319,1279,14737
26320,404,3377
26322,1706,5287
26323,82,24242
26325,2749,257
26326,1713,912
26327,1279,1057
26328,1951,927
26329,1300,27327
26330,1531,1432
26331,3890,5342
26332,2630,1457
26333,1895,3367
26334,1531,272
26335,1034,1802
26336,4443,28837
26338,754,2827
26340,271,4162
26341,1419,7037
26342,782,11057
26343,1265,11427
26344,516,11772
26345,523,2707
26346,3190,12947
26347,1300,23812
26348,1069,1892
26349,201,14132
26350,2875,9412
26351,2091,38737
26352,971,4102
26353,1979,3542
26354,726,29122
26355,2378,2217
26356,3715,357
26357,4695,8042
26359,922,23037
26360,1608,9327
26361,873,4002
26362,3162,7062
26363,3995,592
26366,852,1037
26367,3519,522
26368,1979,17152
26369,19,1512
26370,2427,3632
26371,845,1782
26372,537,24787
26373,474,29007
26376,985,6217
26377,3701,27997
26378,761,11162
26380,803,19792
26381,75,36482
26382,1895,1862
26383,1174,722
26384,747,33762
26385,1853,4692
26387,2189,2547
26389,4156,747
26390,271,13367
26393,1041,28837
26394,124,4617
26395,2560,21597
26396,313,6977
26398,404,28737
26399,1132,102
26400,2595,8152
26402,1853,2992
26403,194,29402
26404,2315,3622
26405,2315,5917
26407,922,15042
26409,2077,12507
26410,747,44902
26411,607,1802
26413,75,3597
26414,3883,4082
26415,12,19987
26418,3491,3177
26419,1720,592
26420,1041,8312
26422,257,3342
26423,1349,337
26425,1006,1507
26426,313,4497
26428,1174,28077
26429,3057,16662
26430,285,192
26431,4191,3902
26432,1839,1232
26433,3799,12782
26434,1125,337
26435,698,5227
26436,110,4597
26438,1426,24937
26439,54,8707
26440,747,987
26441,2371,9117
26442,2385,4237
26443,3981,18472
26444,1013,7637
26445,481,902
26447,754,277
26448,1349,3177
26449,2378,9957
26451,306,2832
26453,600,1442
26454,537,1612
26456,1034,11322
26457,481,1107
26458,481,3087
26459,3554,4937
26460,2623,15457
26461,607,24502
26463,1748,2197
26464,1083,3022
26465,621,1967
26466,411,2707
26468,2644,3762
26470,649,26347
26471,1461,14352
26472,782,2207
26473,390,11657
26474,544,9552
26475,887,1172
26476,264,2657
26477,1804,842
26478,2770,4282
26479,1748,7232
26480,467,9132
26481,299,687
26482,4233,29762
26484,1230,29672
26486,1020,2552
26487,2945,2312
26488,1825,9487
26489,124,12877
26490,2231,1987
26492,208,19802
26493,2294,21457
26494,2049,1457
26495,1349,18392
26497,2315,1387
26499,320,6182
26500,1601,2112
26502,740,6597
26503,2014,12712
26504,1475,13332
26505,4345,4057
26506,3078,1732
26507,2532,237
26508,299,3062
26510,2168,6277
26512,2378,57
26513,3050,21097
26514,1426,26472
26515,82,18827
26516,4457,2182
26517,1237,39247
26518,1251,7802
26519,96,9237
26520,1699,5732
26521,110,17747
26522,3575,2107
26523,1853,8317
26525,670,2377
26526,201,3477
26528,3064,17012
26531,1643,6397
26532,3470,11587
26533,12,9652
26534,2287,3652
26535,2385,40052
26537,1776,502
26539,453,337
26540,2168,2832
26542,229,2502
26543,2063,522
26544,614,9707
26545,1860,2307
26547,1419,1987
26548,908,9642
26549,285,17837
26550,572,14742
26551,2602,927
26552,4184,7642
26553,2602,3082
26554,222,9017
26555,3232,1917
26556,4702,31647
26557,383,20927
26558,2826,4517
26559,3365,1182
26560,383,6272
26561,796,6172
26562,75,12397
26563,1055,9137
26564,75,35132
26565,1426,8042
26566,3505,3272
26567,299,8222
26568,2448,17177
26569,1279,3977
26570,1860,1777
26573,75,22412
26574,2315,4502
26575,292,1292
26576,3064,402
26577,390,6182
26579,404,10442
26580,712,2377
26582,1377,47
26583,614,29597
26584,1496,957
26585,698,8637
26586,3568,2312
26587,894,122
26588,677,2622
26589,397,2697
26590,1426,11202
26591,3071,1727
26592,2672,11952
26593,61,12417
26594,747,702
26595,922,112
26596,607,38867
26598,1300,1892
26600,1979,28797
26601,257,5397
26605,4044,102
26606,243,522
26607,1055,3937
26608,3309,8167
26609,2616,26957
26610,124,7872
26611,1468,16022
26612,26,4267
26613,3029,7177
26614,1559,6827
26615,2021,10232
26617,936,3082
26618,866,422
26619,1251,1702
26621,1426,4782
26622,390,4112
26623,75,1057
26624,3204,15157
26625,1041,6167
26626,2392,12127
26627,40,1442
26628,404,5037
26629,1328,5107
26630,383,16927
26632,1790,2257
26633,1041,7392
26634,2868,2627
26635,1349,3322
26636,397,5767
26638,4261,30237
26639,1377,1402
26640,47,6912
26641,1034,16082
26642,404,12112
26643,3834,8357
26644,2385,25572
26645,19,9782
26647,1349,5682
26650,2742,3787
26651,3715,1682
26655,992,1202
26656,712,3542
26657,2917,3517
26658,4142,18317
26659,271,3307
26660,614,5477
26661,2868,2857
26662,1174,3262
26663,1734,16112
26664,264,33632
26665,404,11202
26666,1265,2597
26667,383,2117
26668,208,4622
26670,75,27147
26671,2126,2132
26672,1615,5297
26673,971,30347
26674,334,7927
26675,3995,1547
26676,1286,13172
26677,1531,6507
26678,656,8822
26679,3848,7297
26681,1909,10997
26684,950,3477
26685,1657,4367
26686,1965,2042
26687,2112,12067
26688,607,1532
26689,775,4497
26692,257,242
26693,1860,16852
26694,2084,7452
26695,4555,417
26696,922,2497
26697,26,1917
26698,1426,10827
26699,873,3062
26700,985,1147
26701,1139,9042
26702,2742,1707
26703,1440,5297
26704,1720,927
26705,75,12567
26707,4149,442
26708,537,5587
26709,439,1507
26710,747,20157
26711,271,1352
26712,3393,877
26713,299,10542
26714,1468,1542
26715,3414,19672
26716,12,3172
26717,1783,2342
26718,264,5002
26719,180,8337
26720,1153,2592
26721,754,7022
26722,1139,6322
26723,1258,3852
26724,75,22872
26725,1125,182
26726,404,22762
26727,1748,532
26728,1125,2477
26729,1195,37
26731,754,4822
26732,12,22712
26733,1006,3977
26734,271,5607
26735,712,3212
26736,2133,417
26737,1349,177
26740,1426,1962
26741,3596,7827
26742,2336,3242
26743,530,657
26744,999,3177
26745,1153,15132
26747,82,29832
26748,537,14737
26749,3218,4372
26751,1006,17327
26752,166,527
26753,1839,47
26754,383,20852
26757,201,8522
26759,201,4782
26760,404,23547
26762,3015,26797
26763,1426,17717
26764,96,7882
26765,866,17082
26767,82,27627
26768,964,10792
26769,313,12172
26771,306,14442
26772,1104,6812
26773,306,112
26774,110,6912
26775,1727,29332
26776,656,2342
26778,1349,1892
26779,2700,9262
26780,663,1017
26781,908,4707
26782,544,9692
26783,82,35767
26784,2651,952
26785,47,502
26786,89,1547
26787,1139,1602
26789,2833,5767
26790,103,12077
26791,4653,392
26792,530,40582
26794,3918,17977
26795,817,23927
26796,1580,1232
26797,614,14727
26798,1195,9042
26799,82,15107
26800,502,887
26801,1461,417
26802,3204,592
26803,320,9202
26804,1405,1672
26805,1692,16497
26807,614,722
26809,82,10037
26811,1300,2957
26814,656,1912
26817,1426,4027
26818,320,2107
26820,4534,7792
26821,1244,6562
26823,229,532
26824,922,2017
26825,768,25107
26826,3190,16252
26827,558,252
26828,677,3292
26829,1776,362
26830,649,642
26831,369,10627
26833,82,2632
26834,1958,9007
26835,516,2667
26836,2021,3307
26837,551,2457
26838,1615,14162
26839,1251,6772
26840,3729,5967
26841,82,33052
26843,320,24887
26844,1202,18562
26845,488,87
26846,873,19022
26847,124,5912
26850,565,6347
26851,621,3217
26852,2889,192
26853,2875,6177
26856,1174,3057
26858,1783,4952
26859,306,7227
26860,845,5572
26861,12,2772
26862,936,12102
26865,75,33402
26866,82,40897
26867,474,6627
26868,2903,5112
26869,2861,3162
26870,1559,3757
26871,131,14842
26873,285,7282
26874,1258,10672
26875,1300,31447
26876,1041,5837
26877,1265,10837
26878,537,5327
26879,355,4692
26883,1034,2017
26884,2035,747
26885,915,312
26886,817,19602
26887,3806,16407
26889,698,24927
26890,1748,3217
26893,320,19032
26895,1006,37372
26896,537,10182
26898,1832,13207
26899,3904,4367
26901,2112,427
26902,1104,2372
26903,3351,39342
26905,1237,21537
26906,3365,4372
26907,3134,4497
26909,383,25552
26910,2028,3947
26911,432,3387
26912,4212,9212
26913,3239,3797
26914,614,1887
26916,761,822
26917,936,4237
26919,789,3472
26920,467,10452
26923,1251,9327
26924,82,20232
26926,257,7872
26927,544,3947
26928,705,5807
26931,1125,37
26932,481,5227
26934,1258,7872
26935,222,2762
26936,2133,13547
26937,439,26132
26938,642,2962
26939,922,1442
26942,383,1657
26943,726,7162
26944,2245,5322
26945,481,17462
26947,12,20617
26949,2189,747
26950,2560,27497
26951,2378,417
26953,922,137
26954,390,4862
26956,229,957
26957,292,17062
26958,621,6407
26959,180,9557
26960,82,8042
26961,1083,5082
26962,1055,3912
26963,2770,7097
26964,2868,427
26965,180,23222
26966,320,1907
26967,2385,27
26968,3218,36907
26969,887,3622
26970,1741,2782
26971,82,5677
26972,4471,12717
26973,3288,16012
26974,3708,11492
26976,54,3892
26978,313,4382
26979,4485,31127
26980,2021,1182
26981,1748,7742
26982,383,3757
26984,96,1112
26985,1041,147
26986,152,7827
26988,61,7827
26990,2693,6627
26991,383,1522
26992,3652,2217
26993,2896,187
26995,3421,7292
26996,236,4502
26997,922,10672
26998,2777,23242
26999,1041,18637
27000,2021,47
27001,747,582
27002,642,37
27003,537,1497
27004,341,1532
27005,873,11342
27007,124,38677
27008,747,16157
27009,747,2492
27010,3127,4647
27011,1328,12027
27012,3988,2082
27013,1041,9852
27015,278,4202
27016,3274,332
27017,3988,6917
27019,761,1412
27021,936,29257
27022,1692,30812
27023,89,32812
27024,810,14567
27025,82,4827
27026,1174,23222
27027,1300,6977
27028,922,892
27029,964,1232
27030,2553,20652
27031,1349,44207
27032,1279,422
27033,152,12142
27035,376,2547
27036,404,36762
27039,537,19337
27040,2686,5612
27041,1041,1842
27042,1615,417
27044,2532,37
27045,2112,16047
27048,362,392
27049,418,14482
27050,75,20372
27051,1426,35117
27053,971,2132
27054,278,13472
27056,614,17507
27057,712,5442
27058,460,23942
27059,1531,15157
27061,3673,10442
27062,1615,22497
27063,635,6882
27065,2826,3097
27066,383,1752
27068,446,16192
27071,2553,27582
27073,3708,417
27074,2357,1907
27076,1293,33372
27079,698,6007
27080,1202,9247
27081,404,5257
27082,971,12712
27083,404,13602
27084,1853,14767
27085,180,17532
27088,1244,5187
27089,3820,12797
27090,271,8787
27091,3540,247
27092,978,8357
27095,2882,3927
27096,201,15287
27098,362,1532
27099,922,2207
27100,82,34967
27101,1972,25577
27102,747,3062
27103,1748,4602
27105,299,25932
27106,1426,2632
27107,1167,3557
27108,761,212
27109,894,4367
27110,3827,427
27113,264,4792
27114,152,3067
27115,544,1572
27116,82,722
27117,4016,362
27118,173,3762
27119,264,10527
27120,2238,42972
27122,54,6562
27123,271,8692
27124,747,1182
27125,320,20202
27126,383,3832
27127,131,1972
27128,222,5657
27129,61,17322
27130,383,2112
27131,285,16497
27132,2217,5057
27134,2189,2627
27135,26,15792
27137,3953,6447
27138,754,17372
27139,936,1442
27140,75,42572
27141,873,3267
27142,754,11607
27144,3498,3902
27145,82,17102
27146,873,18792
27147,362,9022
27148,481,252
27150,61,3067
27151,873,9052
27153,873,3852
27154,3827,592
27156,1272,3057
27157,915,747
27158,201,21667
27160,1440,6277
27161,1279,1762
27162,2651,5717
27164,747,4497
27165,712,14007
27166,1468,2612
27167,1846,2477
27168,3302,21497
27169,1293,6412
27171,1489,1457
27172,2364,402
27173,544,20382
27174,2448,34232
27175,271,30012
27176,4366,7067
27177,635,15927
27178,712,7222
27180,985,14317
27181,3841,1092
27183,2252,1957
27185,2770,5227
27186,1335,16902
27187,439,5387
27189,4086,5837
27190,1293,32417
27191,2889,987
27195,3841,10597
27196,299,5587
27198,1895,1227
27199,3078,14677
27200,502,1007
27201,285,4102
27202,96,6592
27205,635,2192
27206,3162,12722
27207,320,1212
27208,1790,3307
27209,481,1567
27210,2140,362
27212,3106,2012
27213,82,7882
27214,971,2012
27216,306,11792
27217,3645,1667
27218,82,29382
27219,1216,13792
27220,1132,9402
27221,894,8842
27222,873,9402
27224,1538,4082
27226,614,32
27227,404,17897
27228,894,2442
27230,383,42227
27231,964,322
27232,873,2662
27233,341,2797
27234,1328,7292
27235,4058,11407
27236,299,17482
27237,2189,2587
27238,1426,32947
27239,2189,8467
27241,873,34402
27243,1034,1292
27244,1615,3762
27245,1006,2482
27248,586,4382
27249,383,1897
27250,3540,8532
27251,621,3292
27252,509,5882
27253,4149,2057
27254,1006,3852
27256,3729,4617
27258,523,5227
27259,2427,4127
27260,75,21852
27261,2399,5442
27264,481,2342
27265,502,6587
27266,152,2017
27267,285,23952
27268,1195,822
27269,1769,11382
27270,3197,6422
27272,2497,82
27273,12,4002
27274,3463,582
27275,446,2007
27276,2448,322
27280,2588,3977
27281,901,417
27282,1125,992
27283,1272,1572
27284,271,28702
27285,320,10007
27286,1734,41222
27287,782,11052
27289,1048,9587
27290,3022,3507
27291,2532,15292
27292,1531,26887
27293,12,8017
27294,222,4962
27297,4037,337
27298,1699,36572
27299,397,26532
27301,537,37097
27303,796,1797
27304,3995,7582
27305,1524,2292
27307,61,29752
27308,3589,3787
27309,383,43257
27311,628,4622
27312,887,222
27313,2343,13922
27315,1020,4862
27316,3407,17497
27317,264,11622
27319,2875,7827
27320,89,8707
27321,2994,87
27322,2014,102
27323,2826,6177
27324,1006,13122
27326,936,4582
27328,201,29202
27329,3120,1347
27331,383,3412
27332,936,4452
27333,2021,4517
27337,3029,1832
27338,173,11792
27339,2126,2747
27340,3708,24417
27341,1909,13127
27343,2196,102
27344,1426,8167
27345,1531,2217
27346,180,2792
27348,383,22982
27349,866,8997
27352,264,927
27353,82,34162
27354,355,422
27355,180,38462
27356,75,26802
27357,383,1702
27358,75,6057
27360,1125,36042
27361,3022,4717
27362,12,40917
27363,3386,362
27364,1041,10467
27365,2189,1232
27366,404,9112
27367,1349,1397
27368,3078,2707
27369,3498,16707
27370,2084,8397
27371,2287,6497
27372,635,6087
27373,2301,16292
27374,467,8977
27375,852,5297
27376,1097,7742
27377,2140,2497
27378,1251,7332
27379,82,4502
27380,1132,1262
27381,565,11737
27382,264,4237
27383,271,3682
27384,3267,3787
27386,3428,1027
27387,481,2367
27388,3638,7927
27389,1006,592
27390,2770,3942
27391,2028,2947
27393,201,872
27398,1202,15657
27399,824,14007
27401,558,3122
27402,2175,3902
27403,180,19472
27405,12,11357
27406,1398,1657
27407,2301,1312
27408,684,2802
27409,2210,7717
27410,1972,907
27412,271,6027
27413,1524,497
27414,635,2447
27415,4702,9517
27416,187,3122
27418,180,11267
27420,2553,842
27421,89,122
27423,2364,40767
27424,866,9337
27425,3897,927
27426,614,62
27427,1006,4137
27428,2728,1092
27429,3876,7247
27430,1398,3097
27431,1405,5767
27432,257,33702
27433,2868,1707
27434,614,4437
27435,838,6107
27436,3491,13997
27437,1034,21432
27438,607,13802
27441,971,6492
27442,789,1307
27443,2175,23872
27444,1489,8537
27445,19,21862
27446,439,2407
27447,12,10592
27448,2658,17987
27449,208,6107
27450,3078,3452
27451,1531,402
27452,1202,5332
27453,1111,9592
27454,2756,4982
27455,3001,2242
27456,439,3077
27458,887,4447
27460,1790,1682
27461,544,19742
27462,3127,4582
27463,586,15727
27464,82,22842
27465,698,4237
27466,110,16952
27468,971,3712
27469,75,29032
27470,54,497
27471,1608,3682
27472,2987,592
27473,131,25932
27474,110,14687
27476,481,16832
27477,502,2197
27479,1601,1752
27480,1909,26412
27481,1825,2407
27483,1069,122
27484,390,19797
27485,208,3177
27487,866,1172
27488,558,6167
27489,1881,1777
27490,285,3372
27491,2889,11357
27492,264,3802
27493,257,19742
27494,614,2862
27495,2350,5777
27497,82,437
27499,320,357
27501,2511,2312
27502,1405,3292
27503,2035,2612
27505,1426,6417
27506,173,417
27508,1545,4497
27511,26,10027
27512,271,4257
27513,488,2732
27514,3435,667
27515,1251,2342
27516,2945,10872
27517,838,592
27519,75,31302
27520,1356,1532
27521,1237,272
27522,2602,11072
27523,2623,6207
27524,908,6252
27525,1132,1747
27526,376,20447
27527,383,7067
27528,1286,31507
27529,2784,2377
27530,2238,3442
27531,2343,5782
27532,544,4572
27533,313,617
27534,712,1002
27537,1272,4257
27538,75,7222
27540,306,3837
27541,229,2222
27542,285,37127
27544,2077,3602
27545,82,2132
27546,327,19957
27549,1307,5107
27550,89,2017
27551,1426,8177
27553,481,18792
27554,1202,6902
27556,355,3367
27557,2189,9492
27558,1468,45212
27559,439,1227
27560,2875,2547
27561,180,12817
27562,796,1847
27565,3232,1517
27566,82,26932
27567,873,2787
27569,3309,2052
27571,1013,26422
27572,1426,27337
27573,558,1347
27574,306,37452
27576,306,4872
27578,1580,32092
27582,4436,4437
27584,1405,14387
27585,698,6462
27586,2686,20752
27588,2896,1547
27589,3253,1407
27590,75,15372
27592,1174,7852
27593,3876,6777
27594,3190,5372
27595,1328,2512
27596,54,4252
27597,747,17492
27598,264,2497
27599,47,2727
27601,999,5132
27602,726,5132
27604,1055,26827
27605,684,5482
27606,306,422
27607,96,402
27608,271,28262
27609,2868,1442
27610,1398,1832
27611,75,2502
27612,453,12592
27615,3309,6502
27616,936,1092
27617,2854,487
27618,82,29917
27619,2336,2512
27620,460,8797
27621,1440,5657
27622,894,2417
27625,2364,247
27626,2224,2732
27627,796,19802
27628,1790,1527
27629,383,9062
27630,306,17082
27631,383,20992
27633,61,24177
27634,1125,20602
27636,740,25722
27637,285,5102
27639,306,2517
27640,866,4622
27641,26,2677
27642,180,11707
27644,264,15457
27646,12,5087
27647,3197,41117
27649,607,1432
27650,1426,502
27653,383,10477
27654,3078,2827
27655,656,192
27657,3617,19322
27659,1034,1307
27660,1097,17042
27662,26,10827
27663,922,6722
27664,4107,14202
27665,1006,5147
27666,2553,22827
27667,1034,5442
27668,1041,3447
27669,2742,3852
27670,460,36032
27671,110,22537
27672,383,922
27673,831,647
27674,341,1987
27675,922,21927
27676,110,617
27679,96,17382
27682,2476,7197
27683,684,2137
27684,1895,4707
27685,404,11982
27687,3505,23252
27688,1013,8587
27689,264,21277
27690,1706,11607
27691,1342,5442
27692,306,1052
27693,614,3252
27694,838,2017
27695,3190,6792
27696,3127,6122
27698,12,39962
27699,4345,1682
27700,4156,6527
27701,747,16702
27702,404,36552
27703,82,24067
27704,1069,692
27705,2553,527
27706,1531,11022
27709,3351,2972
27710,3015,1172
27712,656,5797
27713,278,3472
27714,2364,5077
27715,2196,2752
27718,754,1107
27719,2588,677
27720,1419,3167
27721,383,5947
27722,3386,13317
27723,586,17627
27724,404,1722
27725,1125,4242
27726,1111,7197
27727,4660,182
27729,635,1967
27731,3232,3852
27732,530,28442
27733,628,7607
27734,635,39022
27737,1790,1192
27738,873,6082
27739,2385,3457
27740,152,41597
27741,376,4707
27742,2077,5112
27743,271,1667
27744,873,27377
27745,824,12142
27746,1475,21717
27748,271,5902
27749,1055,227
27750,2070,8752
27752,1111,2017
27753,124,3337
27754,873,1817
27755,1349,5297
27756,1300,5752
27757,2665,23327
27758,1300,24662
27759,82,6052
27760,782,26347
27761,1909,30972
27762,4660,5427
27763,642,5372
27764,747,2692
27765,964,412
27766,2077,2972
27767,1370,2312
27769,1153,5967
27770,1055,18257
27771,1895,13687
27774,82,3107
27775,299,777
27776,614,21947
27778,341,512
27779,1664,3752
27780,992,6692
27782,2021,9737
27783,208,762
27786,19,342
27787,306,34247
27788,712,32347
27790,1790,4462
27792,278,9692
27794,957,9212
27795,1615,882
27796,439,12952
27797,607,14267
27799,313,5732
27800,313,12547
27801,677,9877
27802,110,5077
27803,4226,462
27804,75,14237
27806,2217,2462
27807,320,1727
27808,4317,102
27809,2553,2337
27810,3092,41942
27811,481,9047
27812,474,5222
27813,180,22812
27814,180,2597
27815,747,3467
27816,1496,37372
27817,873,14842
27818,880,452
27819,299,912
27820,2637,6107
27821,3876,22797
27823,558,377
27824,439,24912
27825,712,277
27826,481,14117
27827,180,9202
27828,2392,1397
27829,1237,11147
27830,747,872
27831,1860,5017
27833,670,3597
27834,922,342
27836,922,10752
27838,740,1672
27840,383,2607
27841,1874,2342
27843,2217,3877
27844,3400,2902
27845,481,3667
27847,1692,36847
27848,831,1897
27849,2504,1407
27850,2252,4097
27851,614,3427
27852,3295,3177
27853,2000,5227
27855,96,15027
27856,82,1477
27857,152,12857
27858,2231,7312
27859,3946,1192
27860,677,332
27861,1608,2217
27863,621,87
27864,1244,19802
27865,1496,2297
27866,1251,7262
27868,1727,2487
27869,257,4077
27870,2182,4252
27871,145,16192
27872,3309,6407
27873,908,14117
27874,75,25747
27876,383,18282
27877,712,8687
27878,12,1532
27879,1895,8947
27880,747,4107
27881,2770,2057
27882,1132,347
27883,313,27182
27884,747,7197
27885,376,17667
27886,2028,6527
27887,1076,4162
27888,1734,28072
27889,1146,2632
27890,1125,7207
27891,12,4077
27892,2315,12457
27893,1496,12122
27894,3386,927
27895,89,3527
27896,180,19572
27897,2427,18082
27898,1426,5597
27899,306,7992
27900,4170,5482
27902,2140,237
27903,831,1027
27905,4254,24592
27906,2287,427
27907,208,5112
27909,789,832
27910,873,1327
27911,404,15347
27912,1328,11562
27913,3442,13367
27914,82,1127
27915,3603,4497
27916,656,342
27918,2994,4102
27919,3806,5962
27920,1258,662
27921,481,31432
27923,341,7862
27924,1783,187
27925,26,25617
27926,1447,31792
27927,1797,8012
27928,3505,8377
27929,1706,8042
27930,152,10327
27931,2819,7827
27932,222,5347
27933,1251,2457
27935,3561,22527
27936,684,4497
27937,467,2782
27938,341,4822
27941,152,9022
27942,607,11552
27944,2098,7932
27945,607,6647
27947,2700,2627
27948,1006,4727
27949,75,5557
27950,4541,3177
27952,3638,692
27953,2595,5142
27954,908,9152
27955,698,18362
27957,306,11192
27958,621,3097
27959,12,1197
27961,285,15652
27964,481,3397
27965,243,2602
27966,285,722
27967,383,6497
27968,1139,1202
27969,75,3442
27970,4149,2017
27971,4422,852
27972,481,8677
27973,383,5387
27974,782,24922
27976,2742,33822
27977,1069,44057
27979,635,357
27980,607,5982
27981,3694,402
27982,2252,2812
27983,1811,522
27985,2574,512
27986,523,6627
27987,4030,3367
27988,2133,18722
27989,243,437
27991,1972,7062
27992,82,3757
27993,852,7872
27995,2574,8057
27996,278,2082
27998,180,13897
27999,1559,5667
28000,2945,1107
28001,537,342
28002,1552,14182
28003,327,5442
28004,4030,5002
28005,3862,1182
28006,75,26252
28007,82,43862
28008,75,9822
28009,1398,29587
28010,12,1487
28011,922,44887
28013,1251,21297
28014,2385,18187
28015,2343,6462
28016,2532,1792
28017,4345,9652
28018,1062,7237
28019,1111,21982
28020,908,6032
28021,747,40842
28022,747,2992
28023,880,2822
28024,3365,42692
28025,1041,14477
28028,82,22237
28029,383,41457
28031,313,5612
28033,320,32652
28034,278,6582
28035,1489,2852
28038,2644,927
28039,558,1802
28041,719,1262
28042,243,27587
28043,691,4337
28045,1202,2007
28047,1615,1532
28050,103,8902
28051,3904,287
28052,3561,4027
28053,3225,2012
28054,908,2727
28056,1741,3047
28058,3722,8287
28059,1804,522
28060,1587,9402
28061,1671,3307
28062,1111,2172
28063,2392,15042
28064,40,12782
28067,383,35602
28070,54,2052
28071,341,812
28072,2084,5237
28074,705,11017
28076,4492,8042
28078,1426,24897
28079,4205,2587
28080,1622,727
28081,1111,21012
28082,1013,142
28083,1426,1647
28084,82,9912
28086,614,13227
28088,1825,9837
28089,446,14592
28091,1426,1307
28092,1832,582
28094,285,5832
28095,3155,342
28097,404,31117
28098,1867,1002
28099,726,587
28101,1895,24092
28102,117,13172
28103,1034,9297
28104,173,9212
28105,82,16132
28106,1909,13607
28107,1426,19212
28108,2028,6162
28109,747,6057
28110,1951,8667
28111,425,1182
28113,82,32082
28114,1797,172
