movie,income,g1,g2,g3,g4,g5,g6
21577,106169,Thriller,,,,,
21582,29776113,Comedy,,,,,
21587,623045,Comedy,,,,,
21592,544690,,,,,,
21597,2813459,Comedy,Thriller,,,,
21602,3286836,Action,Drama,Thriller,,,
21607,1818815,Drama,,,,,
21612,384956,Comedy,,,,,
21617,3006927,Comedy,Drama,,,,
21622,2664397,Comedy,Drama,,,,
21627,8330173,Drama,Thriller,,,,
21632,8485568,Drama,,,,,
21637,41719073,,,,,,
21642,2784569,Comedy,,,,,
21647,2220138,Drama,,,,,
21652,6526036,Drama,Thriller,,,,
21657,16517786,Drama,,,,,
21662,283936,Comedy,,,,,
21667,2933884,Comedy,Drama,Thriller,,,
21672,10436500,Comedy,Drama,,,,
21677,2078181,Drama,Thriller,,,,
21682,5816484,Comedy,,,,,
21687,62966,Comedy,Western,,,,
21692,444015,Comedy,,,,,
21697,4875313,Horror,,,,,
21702,187823,Action,Drama,Thriller,,,
21707,136946,Comedy,,,,,
21712,862602,Comedy,,,,,
21717,21265210,,,,,,
21722,2317962,Comedy,Drama,Thriller,,,
21727,794931,Horror,,,,,
21732,14912843,,,,,,
21737,682636,Comedy,,,,,
21742,6980227,Drama,,,,,
21747,6030869,Drama,,,,,
21752,411517,Action,,,,,
21757,1722511,Comedy,,,,,
21762,7569457,Drama,,,,,
21767,3784504,Comedy,Drama,,,,
21772,2314975,,,,,,
21777,21549147,Drama,,,,,
21782,350891,Action,Comedy,,,,
21787,1113834,Drama,,,,,
21792,865597,Drama,Thriller,,,,
21797,2993609,,,,,,
21802,32016468,Drama,,,,,
21807,10581469,Action,Drama,,,,
21812,4295755,Thriller,,,,,
21817,7678707,Comedy,Drama,,,,
21822,8140621,Comedy,Drama,,,,
21827,262917,Action,Horror,,,,
21832,1213759,Comedy,Drama,,,,
21837,1409342,Comedy,,,,,
21842,1784734,Thriller,,,,,
21847,2309546,Drama,Thriller,,,,
21852,1489312,Action,Drama,Thriller,,,
21857,1147481,Comedy,Drama,,,,
21862,4496545,Action,Comedy,Thriller,,,
21867,1582043,Comedy,Drama,,,,
21872,8083693,Comedy,Drama,,,,
21877,2334100,Comedy,,,,,
21882,1442720,Action,Comedy,Thriller,,,
21887,5545593,Comedy,,,,,
21892,1126295,Comedy,,,,,
21897,593249,Comedy,,,,,
21902,784478,Comedy,,,,,
21907,420585,Action,Comedy,Drama,,,
21912,790979,IMAX,,,,,
21917,2651962,Drama,,,,,
21922,1987645,Action,,,,,
21927,8795163,Drama,,,,,
21932,2274948,Action,,,,,
21937,3697560,Drama,Western,,,,
21942,4520010,Drama,,,,,
21947,1837277,Action,,,,,
21952,2414220,,,,,,
21957,3494004,Comedy,,,,,
21962,361026,Drama,Horror,Thriller,,,
21967,3497316,Drama,Thriller,,,,
21972,7789366,Action,Comedy,,,,
21977,834311,Comedy,,,,,
21982,1532842,Comedy,Thriller,,,,
21987,8309083,,,,,,
21992,829150,Comedy,,,,,
21997,183150,Thriller,,,,,
22002,833336,Comedy,Drama,,,,
22007,4554600,Action,Comedy,Drama,Horror,Thriller,
22012,2111662,Action,Drama,,,,
22017,1984080,Comedy,Drama,,,,
22022,1809540,,,,,,
22027,6263387,Comedy,Drama,,,,
22032,12923405,Drama,,,,,
22037,2683298,Drama,Horror,,,,
22042,3492845,Comedy,IMAX,,,,
22047,5367202,Comedy,,,,,
22052,10794689,Action,Thriller,,,,
22057,929015,Drama,Thriller,,,,
22062,7169888,Comedy,Drama,,,,
22067,5183847,Action,Drama,Thriller,,,
22072,3471037,Drama,Thriller,,,,
22077,552416,Action,Drama,,,,
22082,1517325,Comedy,Thriller,,,,
22087,5320979,Comedy,,,,,
22092,4509244,Comedy,,,,,
22097,58134,Action,,,,,
22102,1705035,Drama,Thriller,,,,
22107,1748491,Horror,,,,,
22112,383729,Horror,,,,,
22117,626470,Action,Drama,,,,
22122,3325028,Drama,Thriller,,,,
22127,362093,,,,,,
22132,1206353,Drama,,,,,
22137,6071942,Drama,,,,,
22142,657641,Comedy,,,,,
22147,5238307,Action,Thriller,,,,
22152,2904884,Action,Comedy,,,,
22157,127124,Drama,,,,,
22162,1309057,Comedy,,,,,
22167,1673173,Comedy,,,,,
22172,473021,Drama,,,,,
22177,5052276,,,,,,
22182,2815598,Action,Thriller,,,,
22187,1890456,Comedy,,,,,
22192,3041018,Drama,,,,,
22197,4885065,Drama,,,,,
22202,4205391,Comedy,,,,,
22207,96744688,Drama,Thriller,,,,
22212,852088,Drama,,,,,
22217,3400697,Action,Thriller,,,,
22222,5045502,Drama,,,,,
22227,7735428,Drama,,,,,
22232,152009,Action,Comedy,,,,
22237,2563783,Drama,,,,,
22242,3130803,Action,Drama,Thriller,,,
22247,1395672,Drama,,,,,
22252,826327,Action,Comedy,Drama,Thriller,,
22257,15200199,Drama,,,,,
22262,60650,Comedy,,,,,
22267,10035352,Action,,,,,
22272,1239644,Comedy,,,,,
22277,1688158,,,,,,
22282,13786023,Drama,,,,,
22287,2306296,Comedy,,,,,
22292,261148,Drama,,,,,
22297,380404,Drama,,,,,
22302,385240,Action,Comedy,,,,
22307,5542955,Action,Thriller,,,,
22312,307843,Comedy,,,,,
22317,5400745,Comedy,,,,,
22322,2723555,Drama,,,,,
22327,7867493,Drama,,,,,
22332,1478181,Drama,,,,,
22337,959124,Action,Drama,Thriller,,,
22342,6481496,,,,,,
22347,4566213,Action,Comedy,,,,
22352,10480167,IMAX,,,,,
22357,8548599,Drama,,,,,
22362,3243617,Comedy,Drama,,,,
22367,21317384,Drama,,,,,
22372,12702923,Comedy,Drama,,,,
22377,1775084,Drama,,,,,
22382,6402274,Thriller,,,,,
22387,6278155,,,,,,
22392,16956080,Comedy,Drama,Thriller,,,
22397,5954296,Comedy,,,,,
22402,25255959,,,,,,
22407,8920494,Drama,,,,,
22412,392949,Comedy,,,,,
22417,3892645,,,,,,
22422,435281,Drama,IMAX,,,,
22427,18290076,Drama,,,,,
22432,930671,Comedy,Drama,,,,
22437,296037,,,,,,
22442,24430,Action,Horror,,,,
22447,4785477,Drama,,,,,
22452,871219,,,,,,
22457,5256708,Comedy,Drama,,,,
22462,5026983,Comedy,,,,,
22467,2058916,Comedy,,,,,
22472,40103124,Drama,Thriller,,,,
22477,4407850,Horror,,,,,
22482,1206053,Comedy,,,,,
22487,3847922,Comedy,Drama,,,,
22492,5086016,,,,,,
22497,5369714,Drama,,,,,
22502,6198528,Drama,Thriller,,,,
22507,4056416,Drama,,,,,
22512,1434977,Drama,,,,,
22517,2079012,Comedy,Drama,,,,
22522,639883,Drama,,,,,
22527,7628164,Comedy,,,,,
22532,5819471,Comedy,Drama,,,,
22537,2680905,Comedy,Drama,,,,
22542,995414,Drama,,,,,
22547,26802935,Thriller,,,,,
22552,7056386,Drama,,,,,
22557,329210,Action,Drama,Thriller,Western,,
22562,1049764,,,,,,
22567,3220587,,,,,,
22572,4873791,Comedy,,,,,
22577,16611550,Drama,Thriller,,,,
22582,957684,Action,Thriller,,,,
22587,452917,,,,,,
22592,698897,Comedy,,,,,
22597,518807,Drama,,,,,
22602,63580,Comedy,Drama,,,,
22607,3271056,Action,,,,,
22612,5155473,Drama,,,,,
22617,12128872,Drama,,,,,
22622,2027042,Comedy,,,,,
22627,1663691,Comedy,Drama,Thriller,,,
22632,1817560,Action,Drama,Thriller,,,
22637,36414093,Drama,,,,,
22642,393034,Action,Thriller,,,,
22647,7641053,Action,,,,,
22652,2235432,Drama,,,,,
22657,1790909,Drama,,,,,
22662,4484714,Comedy,,,,,
22667,72162,Drama,,,,,
22672,13726010,Drama,,,,,
22677,3386677,,,,,,
22682,4555466,Action,Drama,,,,
22687,10609183,,,,,,
22692,3156117,Drama,,,,,
22697,8402685,Drama,,,,,
22702,14695042,Drama,,,,,
22707,11348356,Drama,,,,,
22712,6714306,Comedy,,,,,
22717,1463754,Comedy,,,,,
22722,3633301,,,,,,
22727,3336007,Drama,,,,,
22732,3582087,Comedy,,,,,
22737,661088,Comedy,,,,,
22742,3204936,,,,,,
22747,3522937,Drama,,,,,
22752,1291145,Action,,,,,
22757,2963177,Comedy,Drama,,,,
22762,6226568,Comedy,,,,,
22767,318746,Comedy,,,,,
22772,831612,Comedy,,,,,
22777,1619072,Comedy,Drama,,,,
22782,857248,Action,Drama,,,,
22787,1013186,Action,Horror,Thriller,,,
22792,7983669,Comedy,Drama,,,,
22797,877004,Comedy,,,,,
22802,2372010,Drama,,,,,
22807,2268655,Action,Horror,,,,
22812,4999683,Comedy,,,,,
22817,2074092,Comedy,,,,,
22822,4595942,,,,,,
22827,2547210,Action,Thriller,,,,
22832,4970097,,,,,,
22837,1354024,Action,Horror,Thriller,,,
22842,21437183,Comedy,Drama,,,,
22847,10855152,Drama,Thriller,,,,
22852,10380871,Drama,Thriller,,,,
22857,898302,Comedy,,,,,
22862,812584,Comedy,Thriller,,,,
22867,18861783,Drama,,,,,
22872,1345931,Action,Drama,,,,
22877,3866438,Drama,,,,,
22882,7961916,Comedy,Drama,,,,
22887,16492526,Comedy,,,,,
22892,631234,Action,,,,,
22897,732390,Drama,,,,,
22902,5451359,Action,Drama,Thriller,,,
22907,1155987,Horror,Thriller,,,,
22912,25377742,Drama,,,,,
22917,1020581,Comedy,Drama,,,,
22922,10450048,,,,,,
22927,2108720,Comedy,,,,,
22932,8201308,Comedy,,,,,
22937,1475726,Comedy,,,,,
22942,7673797,Comedy,,,,,
22947,5594029,Comedy,,,,,
22952,5773239,,,,,,
22957,438034,Horror,Thriller,,,,
22962,961638,Action,Thriller,,,,
22967,147808,Comedy,Drama,,,,
22972,2030019,IMAX,,,,,
22977,2024970,Drama,,,,,
22982,2451560,Drama,,,,,
22987,175036,Comedy,,,,,
22992,2265776,Drama,Horror,Thriller,,,
22997,911088,Action,Comedy,,,,
23002,386114,Comedy,,,,,
23007,6451713,Drama,,,,,
23012,842850,Comedy,,,,,
23017,3529335,Comedy,,,,,
23022,3050439,Thriller,,,,,
23027,2662096,Drama,,,,,
23032,24423590,Comedy,Drama,,,,
23037,3665684,Drama,,,,,
23042,5762966,Drama,,,,,
23047,2814475,Comedy,Drama,,,,
23052,3900470,Drama,,,,,
23057,61207,Comedy,,,,,
23062,393802,Action,Thriller,,,,
23067,186110,Comedy,Thriller,,,,
23072,6015497,Drama,,,,,
23077,2888185,Action,Comedy,,,,
23082,8338018,,,,,,
23087,18924828,,,,,,
23092,1927727,Drama,,,,,
23097,431175,Comedy,,,,,
23102,6660254,Drama,,,,,
23107,13455275,Horror,,,,,
23112,2627557,,,,,,
23117,1449019,Comedy,,,,,
23122,12522220,Comedy,Drama,,,,
23127,6549473,Comedy,,,,,
23132,6537188,Comedy,,,,,
23137,275142,Action,Comedy,,,,
23142,63319248,Comedy,,,,,
23147,3739346,Drama,,,,,
23152,3778029,Drama,,,,,
23157,9971506,Comedy,Drama,,,,
23162,666716,Comedy,Drama,,,,
23167,4127056,Action,Comedy,Drama,Thriller,,
23172,27273,Action,Comedy,,,,
23177,2162723,Horror,Thriller,,,,
23182,7232928,Drama,,,,,
23187,25408435,Comedy,Drama,,,,
23192,3777373,Comedy,,,,,
23197,15523037,Comedy,Horror,,,,
23202,11437327,Drama,Thriller,,,,
23207,19979695,Comedy,,,,,
23212,2249824,Action,Drama,,,,
23217,540522,Comedy,,,,,
23222,8682989,Drama,Thriller,,,,
23227,938818,Comedy,,,,,
23232,3579531,Drama,,,,,
23237,4461259,Drama,,,,,
23242,3486979,Drama,,,,,
23247,3421624,Comedy,Drama,,,,
23252,9709486,,,,,,
23257,146812,Comedy,,,,,
23262,3401958,Drama,,,,,
23267,1602659,Horror,,,,,
23272,4444646,Comedy,Western,,,,
23277,15848459,Drama,Horror,,,,
23282,2904033,Drama,,,,,
23287,11184232,Comedy,,,,,
23292,14381876,Comedy,,,,,
23297,33419573,Comedy,,,,,
23302,5233327,,,,,,
23307,2794074,Drama,Thriller,,,,
23312,278808,Drama,Thriller,,,,
23317,1335248,Comedy,,,,,
23322,305194,Action,Drama,,,,
23327,4055305,Action,Comedy,,,,
23332,2190711,Drama,,,,,
23337,1178681,Action,Drama,,,,
23342,2612939,Drama,Horror,Thriller,,,
23347,4719910,Comedy,Drama,,,,
23352,581441,Action,Drama,Thriller,,,
23357,1447936,Comedy,Drama,,,,
23362,9017823,Drama,Thriller,,,,
23367,252492,Drama,Thriller,,,,
23372,783234,,,,,,
23377,24616,Comedy,Horror,,,,
23382,3769236,Comedy,,,,,
23387,266204,Action,Comedy,,,,
23392,4623747,Comedy,,,,,
23397,873977,Comedy,Horror,,,,
23402,5746849,Drama,,,,,
23407,3826625,Thriller,,,,,
23412,19382286,Drama,,,,,
23417,7392769,Comedy,,,,,
23422,1673884,Comedy,Horror,,,,
23427,8203506,Comedy,,,,,
23432,406008,Drama,Thriller,,,,
23437,73141,Comedy,,,,,
23442,2519493,Comedy,,,,,
23447,13096616,Comedy,Drama,,,,
23452,714283,Horror,,,,,
23457,1306196,,,,,,
23462,11346006,Comedy,,,,,
23467,2114247,Comedy,,,,,
23472,2678910,Comedy,Drama,,,,
23477,1551540,Comedy,Horror,Thriller,,,
23482,7522148,Western,,,,,
23487,1056648,Comedy,,,,,
23492,2757952,Comedy,,,,,
23497,765822,Comedy,,,,,
23502,1191617,,,,,,
23507,371460,Action,Drama,,,,
23512,927209,Drama,,,,,
23517,16039143,Drama,,,,,
23522,735154,Horror,,,,,
23527,27194465,Drama,,,,,
23532,4277835,Drama,,,,,
23537,4559441,Drama,,,,,
23542,261358,Comedy,,,,,
23547,1953428,Drama,,,,,
23552,8903280,Drama,,,,,
23557,11646703,Comedy,Drama,,,,
23562,804706,Comedy,,,,,
23567,16723568,Drama,,,,,
23572,19082092,Drama,,,,,
23577,7843480,Drama,,,,,
23582,294628,Thriller,,,,,
23587,429092,Drama,Thriller,,,,
23592,471512,Action,,,,,
23597,151678,Action,Drama,,,,
23602,60983,Comedy,,,,,
23607,7720274,Drama,,,,,
23612,1040589,Comedy,Drama,,,,
23617,8743987,Comedy,,,,,
23622,16605601,Drama,,,,,
23627,1386703,Drama,Thriller,,,,
23632,681886,Action,,,,,
23637,899700,Comedy,Drama,,,,
23642,2993766,Drama,,,,,
23647,700103,Comedy,,,,,
23652,2427866,Horror,,,,,
23657,295839,Drama,,,,,
23662,3392439,Comedy,Drama,,,,
23667,2426953,Drama,,,,,
23672,14730067,Comedy,Drama,,,,
23677,10516130,Thriller,,,,,
23682,1894407,Comedy,,,,,
23687,22055559,,,,,,
23692,3142714,Drama,Horror,Thriller,,,
23697,5954011,,,,,,
23702,1307837,Comedy,Drama,,,,
23707,9323487,Drama,,,,,
23712,7977601,Drama,,,,,
23717,743964,Action,,,,,
23722,7185968,Horror,Thriller,,,,
23727,696496,,,,,,
23732,295173,Drama,,,,,
23737,3126382,Drama,Thriller,,,,
23742,3119844,Horror,,,,,
23747,2972809,Comedy,,,,,
23752,1894277,Comedy,Drama,,,,
23757,72986,Drama,,,,,
23762,130986,Action,Drama,Thriller,,,
23767,59303785,Comedy,,,,,
23772,1585623,Drama,,,,,
23777,86007210,Drama,,,,,
23782,4855749,Comedy,Drama,,,,
23787,6498134,Drama,,,,,
23792,13364436,Comedy,Drama,,,,
23797,1690893,Comedy,,,,,
23802,1698000,Horror,Thriller,,,,
23807,1383666,Action,IMAX,,,,
23812,360620,Action,Horror,,,,
23817,3187071,Horror,Thriller,,,,
23822,2732236,Action,,,,,
23827,3195877,Action,,,,,
23832,3995419,Action,,,,,
23837,781635,,,,,,
23842,1568960,Action,Drama,Western,,,
23847,763572,Action,Drama,,,,
23852,17926219,Comedy,,,,,
23857,4057317,,,,,,
23862,506557,Comedy,Drama,Thriller,,,
23867,2557258,Comedy,Horror,,,,
23872,2403797,Action,Thriller,,,,
23877,5795273,Drama,,,,,
23882,13775598,Comedy,,,,,
23887,2040766,,,,,,
23892,2426236,Horror,Thriller,,,,
23897,9901475,Comedy,,,,,
23902,59000,,,,,,
23907,2973761,Comedy,,,,,
23912,3500640,Comedy,Drama,,,,
23917,1231512,Drama,,,,,
23922,365546,Horror,Thriller,,,,
23927,3008844,Drama,,,,,
23932,12173581,Action,,,,,
23937,1748392,Comedy,Drama,,,,
23942,8009019,Action,Comedy,,,,
23947,4738602,Comedy,,,,,
23952,1082591,Comedy,Drama,,,,
23957,2740827,Comedy,Drama,,,,
23962,294914,Comedy,,,,,
23967,14335464,Comedy,,,,,
23972,3585002,Comedy,Drama,,,,
23977,1056209,Drama,,,,,
23982,20187784,,,,,,
23987,5061760,Drama,Thriller,,,,
23992,6031802,Comedy,,,,,
23997,56076,Comedy,Drama,,,,
24002,4463111,Drama,,,,,
24007,9990264,Drama,,,,,
24012,1317242,Horror,,,,,
24017,4538993,Horror,Thriller,,,,
24022,2668824,,,,,,
24027,7238253,,,,,,
24032,2055246,Comedy,Drama,,,,
24037,465309,Action,Drama,Thriller,,,
24042,5538101,Drama,,,,,
24047,591085,Comedy,,,,,
24052,3164411,Action,Comedy,,,,
24057,6514411,Comedy,Drama,,,,
24062,2851317,Drama,,,,,
24067,5742180,,,,,,
24072,5598491,Horror,,,,,
24077,4759621,Drama,,,,,
24082,160371,,,,,,
24087,1590328,Action,,,,,
24092,10425273,Action,Drama,Western,,,
24097,5058737,Drama,,,,,
24102,9304976,Drama,,,,,
24107,40907613,Drama,,,,,
24112,1581069,Thriller,,,,,
24117,14976656,,,,,,
24122,1282326,Horror,Thriller,,,,
24127,11896462,Drama,Thriller,,,,
24132,4527559,Drama,Thriller,,,,
24137,744078,Comedy,,,,,
24142,5952571,,,,,,
24147,2263127,,,,,,
24152,9488453,Drama,,,,,
24157,5069434,Drama,,,,,
24162,806673,Action,Horror,Thriller,,,
24167,692556,Drama,,,,,
24172,5822333,Comedy,Western,,,,
24177,2707507,Comedy,Drama,,,,
24182,19475250,Comedy,,,,,
24187,884044,Comedy,,,,,
24192,1047702,Comedy,,,,,
24197,7333466,Drama,,,,,
24202,2067602,Drama,,,,,
24207,61093758,Action,Drama,,,,
24212,2099659,Comedy,,,,,
24217,6479269,Drama,,,,,
24222,158613,Comedy,,,,,
24227,3156872,Comedy,,,,,
24232,3363061,,,,,,
24237,978364,Action,Drama,,,,
24242,6597236,Drama,,,,,
24247,4496010,Thriller,,,,,
24252,4333882,Comedy,Drama,,,,
24257,290128,,,,,,
24262,886583,Drama,,,,,
24267,17850705,Action,Thriller,,,,
24272,4969879,Comedy,Drama,,,,
24277,1285182,Comedy,,,,,
24282,4833424,Drama,,,,,
24287,35195521,,,,,,
24292,12208871,Drama,,,,,
24297,5525092,Drama,,,,,
24302,2200205,Action,Comedy,Drama,,,
24307,4428333,Drama,,,,,
24312,4590591,,,,,,
24317,6559715,Comedy,,,,,
24322,5004286,Drama,,,,,
24327,7216225,Horror,,,,,
24332,66377,Drama,,,,,
24337,2574849,Drama,Thriller,,,,
24342,1252981,,,,,,
24347,6055239,Comedy,Drama,,,,
24352,2434840,Comedy,,,,,
24357,1012624,Action,IMAX,,,,
24362,132283,Action,Comedy,,,,
24367,22205997,Action,,,,,
24372,116124,Comedy,,,,,
24377,14185189,Drama,,,,,
24382,4451206,Comedy,,,,,
24387,10432592,Drama,,,,,
24392,105010,Action,,,,,
24397,4316635,Comedy,Drama,,,,
24402,1813490,IMAX,,,,,
24407,25304169,Action,Drama,,,,
24412,655416,Horror,Thriller,,,,
24417,3100347,,,,,,
24422,10581662,,,,,,
24427,6067565,Drama,,,,,
24432,1303823,Horror,,,,,
24437,359964,Action,Drama,,,,
24442,2915569,Drama,Western,,,,
24447,6629886,Action,Drama,,,,
24452,483450,Comedy,,,,,
24457,2508708,Comedy,Drama,,,,
24462,29710447,Horror,,,,,
24467,1288484,Drama,,,,,
24472,1119596,Comedy,Thriller,,,,
24477,5670275,Action,Drama,,,,
24482,6616278,Comedy,Drama,,,,
24487,903582,Comedy,Drama,,,,
24492,6661741,Drama,,,,,
24497,6952385,Drama,IMAX,,,,
24502,709201,Comedy,,,,,
24507,2264312,Comedy,,,,,
24512,27946178,Comedy,,,,,
24517,5153937,Comedy,,,,,
24522,4678477,Comedy,,,,,
24527,4357139,Drama,,,,,
24532,2906252,Drama,,,,,
24537,791528,Comedy,,,,,
24542,22370369,Drama,,,,,
24547,22669135,Western,,,,,
24552,2728247,Comedy,,,,,
24557,8139881,Comedy,,,,,
24562,6999179,Drama,,,,,
24567,5903840,,,,,,
24572,3879136,Drama,,,,,
24577,3629686,Drama,,,,,
24582,1321028,Horror,,,,,
24587,829230,Action,,,,,
24592,10108514,,,,,,
24597,12889606,Comedy,,,,,
24602,10290220,Drama,,,,,
24607,1296029,Comedy,,,,,
24612,131807,,,,,,
24617,3646575,,,,,,
24622,8873397,Drama,,,,,
24627,3019051,Drama,Thriller,,,,
24632,18550109,Horror,Thriller,,,,
24637,26830090,Comedy,,,,,
24642,10590908,Comedy,Drama,,,,
24647,2935296,Horror,Thriller,,,,
24652,5624284,Drama,,,,,
24657,11418520,Comedy,,,,,
24662,1363968,Comedy,,,,,
24667,1727967,Action,Drama,Thriller,,,
24672,1431203,Drama,,,,,
24677,9663390,Horror,Thriller,,,,
24682,2756405,Drama,,,,,
24687,16169414,Drama,,,,,
24692,714341,Drama,Thriller,,,,
24697,268335,Horror,,,,,
24702,179599,Comedy,,,,,
24707,7288223,Action,,,,,
24712,27490381,Comedy,,,,,
24717,1050085,Drama,,,,,
24722,240641,Comedy,,,,,
24727,47595281,Drama,,,,,
24732,25166,Comedy,,,,,
24737,5730738,,,,,,
24742,1455722,Action,Thriller,,,,
24747,2662058,Horror,,,,,
24752,2031635,Comedy,Thriller,,,,
24757,7277603,Comedy,,,,,
24762,622743,Drama,,,,,
24767,7638751,Drama,,,,,
24772,1247342,Drama,,,,,
24777,2055002,Comedy,,,,,
24782,5393212,Drama,Thriller,,,,
24787,4081031,Drama,Horror,Thriller,,,
24792,664014,Comedy,,,,,
24797,1508125,Drama,,,,,
24802,211870,Drama,,,,,
24807,6372803,,,,,,
24812,9158388,Horror,,,,,
24817,7033619,Comedy,Drama,,,,
24822,731089,Action,Western,,,,
24827,2710705,Action,Comedy,Thriller,,,
24832,3433442,Drama,,,,,
24837,426082,Horror,Thriller,,,,
24842,833142,Comedy,,,,,
24847,1967788,Drama,,,,,
24852,1437974,Comedy,IMAX,,,,
24857,2032085,Action,Drama,Thriller,,,
24862,256472,Comedy,,,,,
24867,2682274,Comedy,Drama,,,,
24872,3518663,Western,,,,,
24877,5690560,Comedy,Western,,,,
24882,61391880,Action,Drama,Thriller,,,
24887,1387959,Comedy,,,,,
24892,997400,Action,,,,,
24897,13497421,Drama,,,,,
24902,172202,Drama,,,,,
24907,14359991,,,,,,
24912,3709803,Comedy,,,,,
24917,1055216,Action,,,,,
24922,735710,Comedy,,,,,
24927,285545,Comedy,,,,,
24932,2074493,Drama,,,,,
24937,5673756,Drama,,,,,
24942,64148621,Drama,,,,,
24947,1745922,Action,Thriller,,,,
24952,632155,Comedy,,,,,
24957,2941876,Comedy,Drama,,,,
24962,4694914,Drama,,,,,
24967,61339,Comedy,,,,,
24972,22764097,Drama,,,,,
24977,7647007,Comedy,Drama,,,,
24982,256723,Action,Drama,,,,
24987,3393950,Drama,,,,,
24992,3494206,Drama,,,,,
24997,424104,Drama,,,,,
25002,1754495,Drama,,,,,
25007,399469,Comedy,,,,,
25012,1915036,Drama,,,,,
25017,8572655,Comedy,,,,,
25022,696948,Comedy,,,,,
25027,10960798,Comedy,,,,,
25032,8557951,Horror,,,,,
25037,7627680,Drama,,,,,
25042,2226081,Drama,Thriller,,,,
25047,2245716,Comedy,,,,,
25052,1301306,Comedy,Drama,,,,
25057,2170195,Drama,,,,,
25062,1959234,Drama,Thriller,,,,
25067,3976321,Comedy,Drama,,,,
25072,22546362,,,,,,
25077,2951394,Action,Horror,,,,
25082,1956498,Drama,,,,,
25087,888396,Comedy,Drama,Horror,,,
25092,69955,,,,,,
25097,33840950,Drama,,,,,
25102,40820801,Comedy,Drama,,,,
25107,2331683,Drama,Thriller,,,,
25112,2381063,Action,Thriller,,,,
25117,17812978,Drama,,,,,
25122,10586866,Drama,,,,,
25127,6164352,,,,,,
25132,12687908,Comedy,Drama,,,,
25137,3718257,Drama,,,,,
25142,17945422,Drama,,,,,
25147,62435820,Drama,,,,,
25152,1032509,Action,Drama,,,,
25157,458953,Comedy,,,,,
25162,558693,Comedy,,,,,
25167,16052203,Comedy,,,,,
25172,2813583,Comedy,,,,,
25177,289833,Thriller,,,,,
25182,10830522,Drama,,,,,
25187,817791,Action,Drama,Thriller,,,
25192,1529689,Drama,Horror,Thriller,,,
25197,1127452,Drama,,,,,
25202,4806816,Action,Thriller,,,,
25207,1711804,Drama,Thriller,,,,
25212,129332,Thriller,,,,,
25217,7984439,,,,,,
25222,18892064,Comedy,Drama,,,,
25227,72857,Drama,,,,,
25232,2045504,Drama,Western,,,,
25237,55513,Comedy,,,,,
25242,1733631,Comedy,,,,,
25247,797463,Drama,Thriller,,,,
25252,1458314,Drama,,,,,
25257,1794217,Horror,Thriller,,,,
25262,462036,Comedy,,,,,
25267,4996516,Comedy,,,,,
25272,1940140,Comedy,,,,,
25277,972746,Drama,,,,,
25282,12252267,Comedy,Horror,,,,
25287,1006856,Drama,,,,,
25292,25231751,Comedy,,,,,
25297,5879519,Drama,,,,,
25302,71240,Thriller,,,,,
25307,2826345,Drama,,,,,
25312,6213453,Drama,,,,,
25317,1842663,Drama,,,,,
25322,1830166,Action,,,,,
25327,6202784,Drama,,,,,
25332,55017429,,,,,,
25337,6700633,,,,,,
25342,25725,Comedy,,,,,
25347,2206996,Comedy,Drama,,,,
25352,450408,Comedy,Horror,,,,
25357,16007734,,,,,,
25362,10863832,Drama,,,,,
25367,4927950,Comedy,,,,,
25372,675932,Drama,,,,,
25377,1453347,Drama,,,,,
25382,1732085,Comedy,Drama,,,,
25387,159941,Horror,,,,,
25392,3374728,Drama,,,,,
25397,4973210,Drama,,,,,
25402,6761226,Western,,,,,
25407,838524,Comedy,Drama,Thriller,,,
25412,23187927,Drama,Thriller,,,,
25417,4707344,Comedy,,,,,
25422,13358321,Drama,,,,,
25427,5223902,Drama,Thriller,,,,
25432,2531577,Drama,Thriller,,,,
25437,2286549,Comedy,,,,,
25442,9147762,Drama,,,,,
25447,2113798,Comedy,,,,,
25452,2029060,Comedy,,,,,
25457,1111093,Comedy,,,,,
25462,325743,Comedy,,,,,
25467,4262753,Drama,,,,,
25472,1865232,Action,Thriller,,,,
25477,25248696,Drama,,,,,
25482,1891308,Comedy,Horror,,,,
25487,76531885,Comedy,Thriller,,,,
25492,3022695,,,,,,
25497,4719627,Action,Drama,Thriller,,,
25502,2682756,Comedy,,,,,
25507,311719,Drama,,,,,
25512,6156823,Drama,,,,,
25517,1756564,Drama,,,,,
25522,401177,Drama,,,,,
25527,1573713,Comedy,,,,,
25532,6940177,Action,Thriller,,,,
25537,1275104,Comedy,,,,,
25542,26798,Action,Comedy,,,,
25547,29549040,Comedy,,,,,
25552,1593079,Horror,,,,,
25557,1807838,Action,,,,,
25562,8376895,Comedy,Drama,Horror,,,
25567,53123890,Drama,,,,,
25572,979896,Comedy,,,,,
25577,9963585,Comedy,,,,,
25582,1484304,Horror,,,,,
25587,24204,Drama,,,,,
25592,743851,Comedy,,,,,
25597,286514,Action,,,,,
25602,2840476,Drama,,,,,
25607,1099097,Drama,Western,,,,
25612,3958856,Comedy,,,,,
25617,3966630,Drama,Horror,,,,
25622,2801346,Comedy,,,,,
25627,1497866,Horror,,,,,
25632,3368526,Drama,,,,,
25637,1295502,Comedy,,,,,
25642,2258102,Action,Thriller,,,,
25647,7077987,Drama,,,,,
25652,6597459,Horror,,,,,
25657,2626226,Action,Thriller,,,,
25662,4826396,Drama,,,,,
