,user1,user2,weight
3038,1387,357,s
3039,586,460,s
3040,201,938,s
3041,1214,714,s
3042,26,7,w
3043,652,215,w
3044,1136,50,s
3045,1227,333,s
3046,605,337,s
3047,36,124,w
3048,42,1325,s
3049,83,59,w
3050,234,53,s
3051,1328,627,w
3052,41,595,s
3053,639,103,s
3054,372,874,s
3055,400,766,s
3056,357,154,s
3057,1332,806,w
3058,967,1489,w
3059,396,586,s
3060,509,975,s
3061,1,30,s
3062,590,840,s
3063,83,840,w
3064,704,475,s
3065,44,84,w
3066,160,697,w
3067,620,679,s
3068,768,824,w
3069,44,1669,s
3070,189,802,s
3071,1131,309,s
3072,67,410,s
3073,785,783,s
3074,1178,878,w
3075,617,72,w
3076,323,181,s
3077,1167,1853,w
3078,642,547,s
3079,1713,44,s
3080,704,1092,w
3081,1713,1644,s
3082,9,358,s
3083,1158,1377,s
3084,713,718,w
3085,1281,540,s
3086,1089,1367,w
3087,970,1255,s
3088,810,1420,w
3089,561,514,w
3090,1742,211,s
3091,768,1616,s
3092,638,560,s
3093,1533,1489,s
3094,9,64,w
3095,542,314,s
3096,394,522,s
3097,1543,70,w
3098,1713,561,s
3099,1475,1608,s
3100,846,588,s
3101,26,645,s
3102,48,1184,s
3103,302,558,w
3104,234,1312,s
3105,582,1210,w
3106,520,291,s
3107,1667,983,s
3108,739,6,w
3109,1241,840,s
3110,193,190,s
3111,245,194,w
3112,1667,1684,w
3113,212,509,w
3114,105,1131,w
3115,308,520,s
3116,3,58,w
3117,277,583,w
3118,69,293,w
3119,415,329,s
3120,805,241,w
3121,1289,700,s
3122,474,713,w
3123,212,211,s
3124,105,1157,w
3125,36,1,s
3126,131,815,w
3127,79,109,w
3128,596,57,s
3129,266,522,w
3130,1540,50,s
3131,605,181,s
3132,224,144,s
3133,944,697,w
3134,357,988,w
3135,1540,193,s
3136,306,394,s
3137,1598,475,w
3138,515,194,s
3139,143,1037,s
3140,249,1074,w
3141,1539,1338,s
3142,792,1297,s
3143,859,679,s
3144,770,396,s
3145,97,352,s
3146,776,773,w
3147,283,823,w
3148,249,547,s
3149,1013,1291,s
3150,809,1071,w
3151,145,810,s
3152,1727,644,w
3153,557,101,w
3154,1332,1437,s
3155,263,222,w
3156,176,192,w
3157,1190,1111,s
3158,713,319,w
3159,1756,1655,w
3160,719,753,s
3161,704,598,s
3162,176,8,w
3163,557,8,s
3164,523,1822,w
3165,655,672,w
3166,1281,1231,s
3167,1236,1189,w
3168,423,101,w
3169,321,487,s
3170,652,1565,s
3171,103,765,s
3172,768,34,s
3173,42,1507,s
3174,1713,72,s
3175,204,404,w
3176,1036,507,s
3177,95,1385,s
3178,102,943,s
3179,176,445,w
3180,144,1527,s
3181,1730,1878,s
3182,114,105,s
3183,1378,1635,s
3184,67,1777,s
3185,1042,1675,s
3186,103,931,w
3187,398,447,s
3188,679,26,s
3189,3,1249,w
3190,847,1021,w
3191,105,523,w
3192,103,1072,s
3193,19,215,s
3194,3,1180,w
3195,1431,1676,w
3196,368,371,s
3197,1235,843,s
3198,1488,298,s
3199,502,994,w
3200,32,58,s
3201,768,774,s
3202,1269,1372,w
3203,377,1185,s
3204,9,862,w
3205,193,233,s
3206,194,322,w
3207,103,1302,s
3208,1236,1018,s
3209,555,590,s
3210,1756,1565,s
3211,1113,1541,w
3212,482,184,w
3213,266,50,w
3214,321,766,s
3215,250,204,s
3216,674,1338,s
3217,308,1004,s
3218,277,603,s
3219,63,801,s
3220,1168,520,s
3221,62,567,s
3222,183,769,w
3223,999,969,w
3224,409,147,s
3225,36,37,w
3226,3,308,s
3227,9,1387,s
3228,103,127,w
3229,32,708,s
3230,749,969,w
3231,53,1138,s
3232,41,538,w
3233,42,1509,s
3234,686,74,s
3235,638,323,s
3236,1741,1380,w
3237,1231,234,s
3238,308,1056,s
3239,1327,711,s
3240,306,513,w
3241,400,710,s
3242,220,479,s
3243,3,611,w
3244,42,1031,s
3245,1285,1273,w
3246,84,638,s
3247,609,297,s
3248,1346,1314,s
3249,3,752,s
3250,334,194,s
3251,68,938,s
3252,1142,1368,s
3253,509,872,w
3254,1113,794,s
3255,1283,1378,w
3256,586,698,w
3257,1142,1227,w
3258,1234,254,s
3259,1136,762,w
3260,105,308,s
3261,68,840,w
3262,1373,713,s
3263,1836,1340,w
3264,683,413,s
3265,733,302,s
3266,704,848,w
3267,9,190,w
3268,392,306,w
3269,871,640,w
3270,12,823,s
3271,9,15,w
3272,713,1059,s
3273,105,598,w
3274,103,967,s
3275,1521,852,w
3276,1283,713,s
3277,346,840,s
3278,679,62,s
3279,242,297,s
3280,189,302,s
3281,67,1402,s
3282,1374,699,s
3283,1049,638,s
3284,19,211,w
3285,1236,824,s
3286,539,536,s
3287,151,982,w
3288,1173,1323,w
3289,687,640,s
3290,393,394,s
3291,12,1252,w
3292,9,1380,w
3293,334,823,w
3294,596,590,s
3295,27,221,s
3296,504,542,s
3297,377,272,s
3298,308,674,w
3299,592,285,w
3300,1253,984,w
3301,1440,43,s
3302,1205,869,w
3303,175,50,w
3304,103,1419,w
3305,74,419,w
3306,1539,659,w
3307,41,186,s
3308,318,1285,s
3309,1189,305,w
3310,323,637,w
3311,1333,1145,s
3312,297,337,s
3313,9,1445,w
3314,321,587,w
3315,1185,388,w
3316,474,847,s
3317,739,616,w
3318,144,88,s
3319,754,739,w
3320,480,212,s
3321,266,627,w
3322,605,332,w
3323,36,89,w
3324,679,817,s
3325,42,1334,s
3326,1367,1412,s
3327,1018,1585,s
3328,1831,1752,s
3329,349,319,s
3330,277,194,s
3331,1543,874,s
3332,733,1291,s
3333,621,372,s
3334,1899,144,w
3335,44,226,w
3336,9,1121,w
3337,1356,1421,s
3338,824,774,s
3339,396,679,s
3340,1037,274,w
3341,19,1246,s
3342,1097,127,s
3343,447,372,s
3344,105,101,w
3345,124,711,s
3346,1522,1184,s
3347,353,1187,s
3348,777,513,s
3349,249,1138,s
3350,194,949,s
3351,32,1196,s
3352,605,224,s
3353,3,893,w
3354,1113,886,w
3355,105,135,s
3356,12,757,s
3357,250,1112,w
3358,69,1508,w
3359,220,624,w
3360,539,952,s
3361,1557,868,s
3362,542,61,s
3363,1113,1255,s
3364,1076,1053,w
3365,1406,316,w
3366,1269,1232,w
3367,1387,95,s
3368,733,654,s
3369,1069,308,s
3370,321,344,s
3371,468,537,s
3372,1118,1283,s
3373,204,51,s
3374,67,1346,w
3375,781,701,w
3376,9,901,w
3377,12,938,s
3378,250,1453,w
3379,368,300,s
3380,479,8,s
3381,249,52,s
3382,308,352,w
3383,792,557,s
3384,142,1277,w
3385,316,955,w
3386,194,283,s
3387,361,1402,s
3388,915,297,w
3389,254,1103,w
3390,357,1426,s
3391,448,402,s
3392,32,209,s
3393,1340,609,s
3394,1328,1421,s
3395,6,404,s
3396,568,370,s
3397,274,645,s
3398,939,765,w
3399,212,73,s
3400,250,260,s
3401,105,1055,w
3402,514,463,s
3403,1281,927,w
3404,204,725,s
3405,42,1512,w
3406,1185,598,w
3407,448,815,w
3408,128,685,s
3409,770,788,w
3410,678,437,w
3411,335,50,s
3412,296,550,w
3413,357,598,s
3414,770,135,w
3415,1069,545,w
3416,1601,1891,w
3417,83,58,w
3418,448,973,s
3419,103,135,s
3420,234,50,s
3421,400,864,w
3422,1033,1137,s
3423,713,32,s
3424,475,341,s
3425,42,1043,w
3426,296,544,s
3427,176,86,w
3428,421,97,w
3429,474,359,s
3430,1034,701,s
3431,183,269,w
3432,249,1181,s
3433,1402,422,w
3434,1486,135,s
3435,372,489,s
3436,176,180,w
3437,103,587,s
3438,346,204,s
3439,1358,509,w
3440,95,1255,w
3441,542,142,w
3442,357,460,w
3443,1601,711,s
3444,1079,1865,w
3445,146,679,s
3446,50,1463,s
3447,713,717,w
3448,341,1056,s
3449,1543,1796,w
3450,609,1097,s
3451,1657,1647,s
3452,536,193,s
3453,1013,1346,w
3454,5,2,w
3455,942,651,w
3456,12,1102,w
3457,1236,769,w
3458,1383,1138,s
3459,372,988,s
3460,1113,1294,w
3461,431,393,s
3462,90,269,s
3463,1178,1158,w
3464,474,1644,s
3465,536,927,s
3466,520,292,w
3467,498,598,w
3468,1756,1675,s
3469,1260,1006,w
3470,41,464,s
3471,1866,1402,w
3472,47,78,w
3473,654,34,w
3474,103,1346,w
3475,239,950,s
3476,423,1039,w
3477,481,378,s
3478,1807,3,s
3479,817,1472,s
3480,193,302,s
3481,1520,1181,w
3482,69,403,w
3483,105,1130,w
3484,252,783,s
3485,435,281,w
3486,1624,271,w
3487,19,598,s
3488,495,649,w
3489,706,740,s
3490,546,1137,w
3491,1338,1173,s
3492,103,1568,w
3493,1236,308,w
3494,80,823,s
3495,1807,289,s
3496,871,371,w
3497,567,602,s
3498,1598,254,s
3499,1142,42,s
3500,281,1281,s
3501,422,1299,w
3502,942,42,s
3503,853,597,w
3504,32,697,w
3505,1323,1129,w
3506,456,405,s
3507,220,214,s
3508,1899,314,w
3509,67,180,s
3510,454,1269,s
3511,272,263,s
3512,400,844,w
3513,199,1364,s
3514,667,1402,s
3515,710,1562,s
3516,102,97,s
3517,1127,318,s
3518,509,97,s
3519,1290,596,s
3520,1328,495,w
3521,673,702,w
3522,266,252,w
3523,103,393,s
3524,1043,840,s
3525,1619,297,w
3526,646,651,s
3527,249,1209,w
3528,101,184,s
3529,194,586,s
3530,105,61,s
3531,749,1788,w
3532,250,958,w
3533,1543,592,s
3534,915,598,s
3535,372,461,s
3536,6,1020,w
3537,1540,518,s
3538,1189,1520,s
3539,1083,85,s
3540,1158,1665,s
3541,204,262,w
3542,986,652,s
3543,598,475,s
3544,357,480,w
3545,639,1438,s
3546,199,509,w
3547,1339,316,w
3548,555,365,w
3549,403,8,s
3550,1331,1168,w
3551,1598,1282,s
3552,509,534,w
3553,592,1014,s
3554,794,1118,s
3555,42,475,s
3556,199,498,w
3557,41,1828,w
3558,9,18,w
3559,561,557,s
3560,103,930,w
3561,1189,1187,w
3562,204,123,w
3563,422,6,s
3564,1326,1284,s
3565,317,308,s
3566,67,1665,s
3567,321,177,w
3568,32,460,w
3569,609,1478,w
3570,477,526,s
3571,919,603,w
3572,431,429,s
3573,823,1163,s
3574,41,419,w
3575,264,158,w
3576,342,971,s
3577,590,1033,s
3578,644,97,s
3579,38,464,w
3580,41,460,s
3581,479,358,s
3582,942,650,w
3583,9,686,w
3584,447,224,w
3585,1283,586,s
3586,770,523,w
3587,1213,277,s
3588,1158,638,s
3589,576,966,w
3590,321,765,s
3591,1021,1104,s
3592,440,1097,s
3593,277,602,w
3594,297,372,s
3595,194,203,s
3596,514,439,s
3597,418,512,w
3598,400,123,w
3599,302,118,w
3600,1274,1281,s
3601,143,834,s
3602,1236,440,w
3603,540,502,s
3604,797,1473,w
3605,1598,1585,w
3606,1189,975,s
3607,1669,437,w
3608,1598,357,s
3609,1688,1189,s
3610,1018,1359,s
3611,335,155,s
3612,12,142,s
3613,1669,454,s
3614,214,1068,w
3615,1406,616,w
3616,462,26,s
3617,1167,809,s
3618,971,972,s
3619,19,1483,w
3620,400,711,s
3621,3,610,w
3622,41,1339,w
3623,1624,1810,w
3624,1577,1556,s
3625,194,575,w
3626,84,639,s
3627,103,429,w
3628,1814,175,s
3629,32,1042,s
3630,105,1724,s
3631,770,256,w
3632,242,787,w
3633,1283,1326,s
3634,915,626,s
3635,733,903,w
3636,3,768,w
3637,193,1646,s
3638,1185,1444,w
3639,9,1719,w
3640,1375,1529,w
3641,42,669,s
3642,423,8,w
3643,372,592,s
3644,266,325,w
3645,95,1749,w
3646,36,211,s
3647,474,224,w
3648,1899,1372,w
3649,482,260,w
3650,885,798,w
3651,1678,1118,s
3652,372,711,w
3653,321,371,w
3654,687,1032,w
3655,1543,1855,w
3656,1079,282,s
3657,323,285,s
3658,90,48,s
3659,249,1655,s
3660,792,308,s
3661,3,1103,w
3662,9,14,s
3663,851,787,w
3664,321,236,s
3665,173,1283,s
3666,602,151,s
3667,143,95,w
3668,817,1100,w
3669,981,817,s
3670,713,999,s
3671,41,270,s
3672,673,337,s
3673,1762,1281,s
3674,752,502,s
3675,400,411,w
3676,242,1217,s
3677,38,109,w
3678,847,969,s
3679,522,598,w
3680,546,1380,w
3681,34,1072,s
3682,42,1365,s
3683,1713,1244,w
3684,234,1018,s
3685,1624,1253,w
3686,1236,1259,s
3687,62,502,s
3688,986,1310,w
3689,1281,950,s
3690,41,185,s
3691,1644,1539,w
3692,719,1868,s
3693,52,1283,w
3694,732,701,s
3695,164,177,w
3696,1523,1518,s
3697,409,302,s
3698,211,246,w
3699,999,881,s
3700,69,252,w
3701,12,1577,s
3702,128,706,s
3703,770,817,w
3704,398,758,s
3705,309,1497,w
3706,1312,308,s
3707,211,103,s
3708,686,1625,s
3709,1281,699,w
3710,32,626,s
3711,105,1372,w
3712,73,74,s
3713,36,90,s
3714,398,1377,w
3715,128,1413,w
3716,939,975,s
3717,103,98,w
3718,1785,67,w
3719,400,773,w
3720,810,816,w
3721,1556,893,w
3722,214,868,w
3723,1463,373,s
3724,1725,898,w
3725,1598,400,s
3726,128,927,w
3727,1,135,s
3728,555,856,s
3729,1285,1313,s
3730,523,1635,w
3731,277,50,w
3732,42,1129,s
3733,27,1598,s
3734,474,640,s
3735,878,1426,s
3736,686,321,s
3737,176,58,w
3738,1669,1056,w
3739,103,465,w
3740,1189,598,s
3741,949,913,s
3742,352,908,s
3743,53,1432,w
3744,242,823,s
3745,1127,142,w
3746,770,654,w
3747,44,1,s
3748,377,1060,s
3749,652,1728,w
3750,241,501,s
3751,1381,783,s
3752,261,256,w
3753,12,758,s
3754,38,626,s
3755,1234,227,s
3756,422,285,s
3757,1185,1329,w
3758,376,687,s
3759,547,712,s
3760,713,720,w
3761,678,1302,s
3762,704,1257,w
3763,333,319,s
3764,194,199,s
3765,713,1101,s
3766,103,917,s
3767,252,433,s
3768,131,191,w
3769,95,773,w
3770,1624,645,w
3771,1297,1301,w
3772,105,561,s
3773,103,1002,s
3774,679,221,w
3775,38,175,w
3776,1138,1381,s
3777,95,938,s
3778,1059,1603,s
3779,1669,1670,s
3780,795,1025,s
3781,1185,41,s
3782,652,1130,s
3783,400,391,s
3784,308,272,s
3785,38,393,w
3786,462,1646,s
3787,27,184,s
3788,523,799,s
3789,1312,1656,s
3790,913,191,s
3791,1233,502,s
3792,442,753,w
3793,1329,1271,s
3794,681,52,s
3795,212,74,w
3796,654,353,s
3797,1748,1440,s
3798,821,752,w
3799,400,52,s
3800,557,1346,s
3801,1328,952,s
3802,652,322,s
3803,266,645,w
3804,523,1817,w
3805,321,598,w
3806,144,41,w
3807,109,719,s
3808,538,361,w
3809,189,1291,s
3810,525,93,s
3811,1540,1440,s
3812,642,475,s
3813,250,598,s
3814,768,621,s
3815,456,457,s
3816,1159,563,w
3817,189,1261,w
3818,686,131,s
3819,67,721,s
3820,250,697,s
3821,1268,823,s
3822,1267,1180,w
3823,681,513,s
3824,792,1446,s
3825,244,415,s
3826,372,212,s
3827,193,943,w
3828,308,454,s
3829,1579,1313,s
3830,474,356,s
3831,492,1181,s
3832,42,928,s
3833,259,1732,s
3834,758,640,w
3835,655,662,w
3836,1281,835,s
3837,343,74,w
3838,1730,1042,s
3839,1269,316,w
3840,176,181,w
3841,105,209,w
3842,509,815,w
3843,220,678,w
3844,540,1349,s
3845,1737,219,s
3846,103,731,s
3847,1302,645,s
3848,321,449,s
3849,777,798,w
3850,389,448,w
3851,289,212,s
3852,228,463,s
3853,1562,1436,w
3854,1741,1847,w
3855,809,542,s
3856,321,212,s
3857,447,172,w
3858,1283,802,s
3859,342,194,s
3860,271,194,s
3861,791,523,s
3862,1000,286,s
3863,12,1246,w
3864,1272,1238,s
3865,1231,1252,s
3866,627,545,s
3867,781,386,w
3868,1284,131,s
3869,51,157,w
3870,514,799,s
3871,555,1449,w
3872,950,815,s
3873,710,41,w
3874,38,437,s
3875,539,368,s
3876,204,645,s
3877,430,323,w
3878,1543,1739,w
3879,163,1208,s
3880,334,1442,s
3881,1594,1377,w
3882,1167,483,s
3883,321,784,w
3884,456,553,s
3885,19,601,s
3886,3,60,w
3887,1283,1227,w
3888,124,97,s
3889,523,1049,s
3890,567,548,w
3891,1281,1173,s
3892,753,646,s
3893,733,1426,w
3894,1644,1754,s
3895,1402,29,w
3896,128,612,s
3897,67,798,s
3898,681,306,w
3899,1283,1187,w
3900,1427,575,w
3901,103,85,w
3902,32,698,w
3903,1281,1463,s
3904,128,569,s
3905,289,183,s
3906,701,640,s
3907,1540,856,w
3908,638,293,w
3909,514,101,s
3910,189,443,w
3911,864,482,w
3912,3,504,w
3913,1665,950,s
3914,1283,1158,w
3915,448,601,w
3916,144,322,w
3917,733,128,s
3918,1489,546,s
3919,758,1449,w
3920,386,387,s
3921,249,1231,s
3922,448,712,s
3923,103,392,s
3924,713,172,s
3925,949,969,s
3926,1100,1215,s
3927,220,283,w
3928,6,122,s
3929,523,44,w
3930,928,732,s
3931,950,429,s
3932,704,711,w
3933,1281,73,s
3934,1362,1608,s
3935,1379,1402,s
3936,350,632,w
3937,9,1652,w
3938,53,87,w
3939,700,1174,s
3940,114,103,s
3941,646,212,s
3942,542,389,s
3943,800,740,s
3944,468,594,s
3945,105,632,w
3946,1120,317,s
3947,513,641,w
3948,713,276,s
3949,19,72,s
3950,1783,1246,s
3951,871,1260,w
3952,964,590,s
3953,274,6,s
3954,194,465,s
3955,32,60,w
3956,1136,1158,s
3957,1113,1343,s
3958,777,502,w
3959,1214,68,s
3960,334,840,s
3961,62,475,s
3962,67,1103,s
3963,12,1312,s
3964,342,815,s
3965,297,234,s
3966,1332,390,s
3967,1282,1647,s
3968,72,678,s
3969,514,517,w
3970,1136,1283,s
3971,771,398,s
3972,939,1040,s
3973,1253,644,s
3974,9,1423,s
3975,1178,42,s
3976,801,1246,s
3977,1543,1485,w
3978,714,204,s
3979,277,74,s
3980,53,975,s
3981,479,1033,s
3982,209,1217,w
3983,1434,174,s
3984,19,1260,s
3985,277,172,s
3986,1734,346,s
3987,1383,392,s
3988,686,72,s
3989,176,817,s
3990,638,321,s
3991,172,1724,s
3992,679,1281,s
3993,1489,1021,w
3994,443,341,w
3995,495,864,s
3996,697,1472,s
3997,546,598,s
3998,513,263,s
3999,431,1316,s
4000,456,144,s
4001,1783,1624,s
4002,1215,102,s
4003,1624,1811,s
4004,1113,638,s
4005,928,794,s
4006,1189,689,w
4007,824,731,s
4008,42,632,w
4009,1332,1395,s
4010,104,817,s
4011,1580,1577,w
4012,1539,1632,w
4013,871,840,s
4014,615,422,s
4015,103,658,s
4016,1101,1493,s
4017,1899,8,w
4018,131,1255,w
4019,1113,1161,s
4020,970,1748,s
4021,105,314,w
4022,325,1033,s
4023,1373,711,s
4024,1792,1042,s
4025,615,1668,s
4026,632,97,w
4027,1669,1423,s
4028,12,817,s
4029,713,644,s
4030,327,316,s
4031,1713,809,s
4032,176,453,w
4033,483,194,w
4034,32,378,s
4035,105,596,w
4036,638,590,s
4037,809,598,w
4038,38,128,s
4039,609,836,s
4040,646,323,s
4041,357,1178,s
4042,357,8,s
4043,212,627,s
4044,368,401,s
4045,332,308,s
4046,687,642,s
4047,209,583,s
4048,84,437,w
4049,1167,1280,s
4050,644,183,s
4051,448,392,s
4052,140,470,w
4053,586,1391,w
4054,400,299,w
4055,479,325,s
4056,615,1241,s
4057,342,583,w
4058,1397,523,w
4059,1358,1283,w
4060,770,1336,w
4061,316,102,s
4062,172,1026,s
4063,1189,319,w
4064,1598,85,s
4065,622,638,s
4066,164,178,w
4067,323,34,s
4068,741,1208,w
4069,9,1451,s
4070,283,260,s
4071,1189,128,s
4072,103,1643,w
4073,642,325,s
4074,335,88,w
4075,546,809,s
4076,1283,468,s
4077,733,437,w
4078,183,916,s
4079,523,70,w
4080,481,252,s
4081,1281,555,s
4082,400,774,s
4083,576,792,s
4084,392,950,s
4085,1346,308,s
4086,1713,1434,s
4087,1004,639,s
4088,967,1557,w
4089,249,1302,s
4090,762,1593,w
4091,547,143,s
4092,395,394,w
4093,1899,1497,w
4094,1190,615,s
4095,1069,878,s
4096,1110,1146,w
4097,245,542,s
4098,105,107,w
4099,103,464,s
4100,1373,408,w
4101,681,1042,s
4102,1358,372,s
4103,1069,1023,w
4104,278,1248,s
4105,523,176,s
4106,372,407,s
4107,1043,1142,s
4108,567,502,s
4109,1539,1628,w
4110,598,1576,s
4111,160,638,s
4112,41,1111,w
4113,145,1042,s
4114,609,391,s
4115,431,544,s
4116,1045,72,s
4117,713,727,s
4118,950,260,s
4119,1,1779,w
4120,422,365,s
4121,777,882,w
4122,302,823,w
4123,928,482,s
4124,1283,1208,w
4125,967,963,s
4126,1118,1281,s
4127,1252,787,s
4128,994,639,s
4129,372,843,s
4130,377,615,s
4131,1387,1312,s
4132,1546,193,s
4133,1029,1665,s
4134,555,3,s
4135,596,654,s
4136,762,626,s
4137,635,224,w
4138,372,1018,s
4139,307,189,s
4140,180,181,s
4141,1052,1365,s
4142,124,61,w
4143,652,831,s
4144,357,1039,s
4145,174,1231,w
4146,308,273,s
4147,535,594,s
4148,299,1083,s
4149,518,644,s
4150,173,749,s
4151,834,297,s
4152,361,1417,w
4153,254,1244,w
4154,41,11,w
4155,191,1049,s
4156,797,277,s
4157,1113,1603,w
4158,1189,322,s
4159,1189,1244,s
4160,1283,645,w
4161,400,166,s
4162,9,1332,w
4163,823,959,w
4164,212,75,s
4165,859,1168,w
4166,103,1598,w
4167,1713,1497,w
4168,1272,887,w
4169,6,343,s
4170,1237,199,s
4171,266,642,w
4172,468,300,s
4173,605,317,s
4174,296,835,s
4175,42,1689,w
4176,224,1644,s
4177,335,60,s
4178,3,1113,s
4179,309,913,s
4180,36,127,w
4181,128,1378,s
4182,1675,32,s
4183,249,1488,s
4184,638,562,w
4185,317,626,w
4186,654,563,s
4187,325,391,s
4188,735,1168,s
4189,400,866,s
4190,1487,161,s
4191,19,1016,w
4192,439,131,s
4193,1236,103,s
4194,12,343,s
4195,713,38,w
4196,1540,47,s
4197,144,359,s
4198,1836,1026,w
4199,96,32,s
4200,594,1289,s
4201,1253,1168,s
4202,1285,1641,w
4203,599,534,s
4204,357,135,w
4205,249,518,s
4206,323,779,s
4207,1339,199,s
4208,809,1072,s
4209,36,428,w
4210,655,657,w
4211,103,500,w
4212,576,1033,s
4213,1434,1601,w
4214,681,802,w
4215,1750,1338,s
4216,1026,950,s
4217,1087,1187,s
4218,950,454,s
4219,204,284,w
4220,9,282,s
4221,372,538,s
4222,194,774,w
4223,9,1742,w
4224,830,389,s
4225,325,1072,s
4226,1598,1344,s
4227,306,952,s
4228,733,639,s
4229,990,513,s
4230,1406,1642,s
4231,105,498,s
4232,345,259,w
4233,697,214,s
4234,475,640,s
4235,1598,299,s
4236,1624,755,s
4237,189,626,w
4238,912,899,w
4239,32,1543,w
4240,308,32,s
4241,366,346,s
4242,1162,27,s
4243,1440,494,s
4244,249,1608,w
4245,41,308,s
4246,1181,131,s
4247,392,42,s
4248,321,68,s
4249,652,1208,w
4250,838,547,s
4251,105,701,s
4252,697,289,w
4253,535,513,w
4254,536,993,s
4255,41,325,s
4256,27,278,s
4257,1000,686,s
4258,967,90,s
4259,934,97,s
4260,95,175,s
4261,871,183,w
4262,1713,249,s
4263,103,265,w
4264,644,30,s
4265,847,561,s
4266,44,834,s
4267,63,549,s
4268,1539,1443,w
4269,470,1260,w
4270,12,1420,w
4271,1339,1069,w
4272,754,583,s
4273,594,752,s
4274,1190,144,w
4275,605,400,s
4276,307,341,s
4277,456,697,w
4278,939,1092,w
4279,1248,1676,w
4280,586,495,s
4281,415,475,s
4282,878,783,w
4283,1260,645,s
4284,644,707,w
4285,1127,1724,s
4286,334,297,s
4287,1522,220,s
4288,638,475,w
4289,342,1268,s
4290,400,831,w
4291,1509,1356,s
4292,429,1680,w
4293,105,1444,s
4294,325,379,w
4295,1340,58,w
4296,1274,306,s
4297,1665,1113,s
4298,103,314,s
4299,249,525,s
4300,1005,878,s
4301,1725,969,s
4302,823,29,s
4303,199,1255,s
4304,758,626,s
4305,1113,609,w
4306,706,1241,s
4307,323,999,s
4308,713,339,s
4309,878,1355,w
4310,44,59,w
4311,32,1127,s
4312,399,299,s
4313,1402,1252,w
4314,706,1531,w
4315,32,1050,w
4316,42,679,s
4317,794,598,s
4318,67,8,s
4319,621,593,s
4320,713,542,s
4321,74,788,w
4322,214,583,s
4323,1624,544,w
4324,9,135,s
4325,63,92,w
4326,393,32,s
4327,105,494,s
4328,949,27,s
4329,273,522,s
4330,399,126,w
4331,95,719,w
4332,760,590,s
4333,51,429,w
4334,103,988,s
4335,242,256,w
4336,644,52,s
4337,9,97,s
4338,32,462,s
4339,342,239,s
4340,32,1682,w
4341,423,938,s
4342,67,1296,s
4343,1186,1816,w
4344,51,331,w
4345,342,1384,w
4346,272,1296,w
4347,442,852,s
4348,615,1063,w
4349,1118,598,s
4350,87,654,s
4351,551,319,w
4352,733,1208,w
4353,297,88,s
4354,939,537,s
4355,1238,95,s
4356,652,598,s
4357,686,1270,s
4358,12,1313,s
4359,19,519,s
4360,1231,1118,s
4361,520,32,w
4362,245,163,s
4363,959,699,s
4364,281,1280,s
4365,1496,824,s
4366,1580,1329,s
4367,69,373,s
4368,1101,638,s
4369,36,834,s
4370,676,719,w
4371,356,1255,s
4372,84,86,w
4373,569,1522,s
4374,514,437,w
4375,309,823,s
4376,495,540,s
4377,1509,890,s
4378,1349,1281,s
4379,325,61,s
4380,36,32,s
4381,781,1550,w
4382,727,822,s
4383,377,95,w
4384,1598,1591,w
4385,966,318,s
4386,233,1738,s
4387,1543,1467,s
4388,1315,1724,s
4389,400,682,w
4390,561,1175,w
4391,873,343,w
4392,1406,843,s
4393,339,1402,s
4394,19,1806,s
4395,626,649,s
4396,96,232,w
4397,194,573,w
4398,727,389,s
4399,400,584,w
4400,1142,752,s
4401,1489,209,s
4402,283,1393,s
4403,266,97,s
4404,586,1402,s
4405,1713,143,s
4406,209,1699,w
4407,447,51,s
4408,1373,341,s
4409,539,1253,w
4410,193,1565,s
4411,1113,1160,w
4412,323,142,w
4413,963,654,s
4414,509,583,s
4415,368,549,s
4416,276,792,s
4417,483,372,w
4418,713,651,w
4419,1741,1792,w
4420,42,445,w
4421,1236,1329,w
4422,725,728,w
4423,681,1402,s
4424,1543,1870,s
4425,697,127,s
4426,716,429,s
4427,627,762,s
4428,1127,697,s
4429,337,632,w
4430,191,365,s
4431,787,106,w
4432,254,299,s
4433,523,612,w
4434,818,620,s
4435,1113,1348,w
4436,1619,175,s
4437,1338,1815,s
4438,144,515,w
4439,1127,1203,s
4440,847,1255,s
4441,283,72,s
4442,1517,63,s
4443,252,595,s
4444,3,243,w
4445,826,814,w
4446,319,1075,s
4447,1189,429,s
4448,870,1312,s
4449,346,1419,w
4450,826,913,w
4451,520,220,w
4452,793,1224,w
4453,9,601,s
4454,809,257,s
4455,704,1231,s
4456,164,179,w
4457,1373,609,s
4458,921,536,s
4459,792,912,w
4460,282,34,s
4461,9,1450,w
4462,19,1069,w
4463,3,132,s
4464,701,997,s
4465,95,1578,w
4466,316,325,s
4467,27,794,s
4468,871,437,s
4469,1542,540,s
4470,9,1644,s
4471,128,1415,s
4472,260,1104,s
4473,316,308,s
4474,1648,949,s
4475,652,190,s
4476,249,783,s
4477,395,175,w
4478,1540,48,s
4479,19,991,s
4480,1283,1183,w
4481,245,1146,w
4482,943,638,w
4483,840,309,s
4484,713,9,s
4485,487,658,s
4486,249,1673,s
4487,1554,1468,s
4488,97,316,w
4489,852,38,w
4490,617,677,s
4491,48,152,s
4492,249,617,s
4493,50,586,w
4494,1269,437,w
4495,481,1402,s
4496,372,353,s
4497,103,974,w
4498,67,277,w
4499,12,402,s
4500,713,363,s
4501,249,1708,w
4502,357,1417,w
